signal_code,market_date,direction,triggered,resolved,entry_timestamp,entry_price,exit_timestamp,exit_price,exit_reason,return_pct,source_revision,source_hash,feature__Price_SMA20,feature__Price_SMA50,feature__BuyCall_GEXDeltaPerc_Rank60
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-08-04,SHORT,True,True,2026-08-05T07:30:00-04:00,129.83,2026-08-11T16:00:00-04:00,127.86,D5_CLOSE,1.5173688669799068,ec8c80b4f3f58363c574f288aa886600aba1869e7984b33f3711fac6e8588559,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,116.421,113.8822,0.2033898305084746
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-08-05,SHORT,True,True,2026-08-06T07:30:00-04:00,126.89,2026-08-12T16:00:00-04:00,125.2,D5_CLOSE,1.3318622428875382,c478071300b641f6c9fab24cd9430f6ee3247efe27c2e68299801bbb95bd8cce,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,117.3985,113.8528,0.2
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-08-06,SHORT,True,True,2026-08-07T07:30:00-04:00,126.7,2026-08-13T16:00:00-04:00,122.13,D5_CLOSE,3.6069455406471995,87dd9d046e20cbc7c25c5679db230b5afe899da12f9344ccb004f2e32749018f,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,118.182,113.7996,0.6833333333333333
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-08-07,SHORT,True,True,2026-08-10T07:30:00-04:00,129.31,2026-08-14T16:00:00-04:00,123.75,D5_CLOSE,4.2997447993194715,49acb4f319cd6b384f5528b41a3741d9b0df792847900d5bd3f1ce459ae65f80,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,118.986,113.8126,0.5
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-08-10,SHORT,True,True,2026-08-11T07:30:00-04:00,129.7,2026-08-17T16:00:00-04:00,124.69,D5_CLOSE,3.862760215882799,32c3fb424af4cb2133858604c64fb52876059de35b7a1dfa053c4f2a68d7f34d,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,119.9845,113.9358,0.4666666666666667
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-08-11,SHORT,True,True,2026-08-12T07:30:00-04:00,125.79,2026-08-18T16:00:00-04:00,128.18,D5_CLOSE,-1.8999920502424716,695014b60d675f78aa3949dc60085247777aec75c8992be4515d0268d4aefdcb,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,120.761,114.0084,0.05
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-08-13,SHORT,True,True,2026-08-14T07:30:00-04:00,122.7,2026-08-20T16:00:00-04:00,130.57,D5_CLOSE,-6.414017929910343,08158b7d6356b3c94a5ef07bf27ef4c2bd64cb111b1fe9ffc81b1b8f0b785560,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,121.371,113.8316,0.6833333333333333
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-08-17,SHORT,True,True,2026-08-18T07:30:00-04:00,128.03,2026-08-24T16:00:00-04:00,118.47,D5_CLOSE,7.4669999218933025,ae0e78079cd214c5e004ffa98c11a4065e6e3f822e6cf3e61d34a92c1aa27bab,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,122.0315,113.7388,0.65
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-08-18,SHORT,True,True,2026-08-19T07:30:00-04:00,126.66,2026-08-25T16:00:00-04:00,119.47,D5_CLOSE,5.676614558660975,da81eb7a78f8a46e4dfd145614dcfccd6fb22dae62bdf1e4f88af654ce1a0477,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,122.5405,113.8806,0.03333333333333333
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-08-19,SHORT,True,True,2026-08-20T07:30:00-04:00,124.51,2026-08-26T16:00:00-04:00,119.84,D5_CLOSE,3.750702754798818,3b7292ee90f1c723141023e97a4528ddb4256efca4136c4fc1ee7729e11158c7,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,123.1575,114.0572,0.55
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-08-24,SHORT,True,False,2026-08-25T07:30:00-04:00,118.93,,,UNRESOLVED_REQUIRED_BAR_NOT_YET_AVAILABLE,,f20d20f1d19317d20e056d5fdf553f88019b4e238fe0075373e49be9f4611fa4,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,124.5145,114.4686,0.5666666666666667
BABA_BULL_TREND_WEAK_CALL_EXHAUSTION,2026-08-25,SHORT,True,False,2026-08-26T07:30:00-04:00,118.85,,,UNRESOLVED_REQUIRED_BAR_NOT_YET_AVAILABLE,,85a126b632842ce90f6bf2830b7ca6bd7e1703aaa5bae429704a7069aa30b53c,5093e7cce91082a8c5dc23fb3e0801953669b9860437ad33042e9b435ea8d66e,124.727,114.601,0.5166666666666667
