Token	ObservationDate	HoldValue	TradeValue	ASXCode	AvgHoldValue	MAAvgHoldKey	MAAvgHoldValue
JUNIOR GOLD	20/04/2016	114165.856	24966122.71	24	4756.910666	SM0	114165.856
LARGE GOLD	20/04/2016	119939.8173	132638726.9	14	8567.129807	SM0	119939.8173
LITHIUM	20/04/2016	136753.5546	9299932.9	23	5945.806721	SM0	136753.5546
MEDICAL CANNABIS	20/04/2016	112279.572	2242686.2	6	18713.262	SM0	112279.572
MEMORY TECHNOLOGY	20/04/2016	145000	4889.4	1	145000	SM0	145000
MINING SERVICES	20/04/2016	85262.3702	18964.14	1	85262.3702	SM0	85262.3702
NICKEL	20/04/2016	112951.542	695315.2	12	9412.6285	SM0	112951.542
OIL & GAS	20/04/2016	97296.966	71023680.7	12	8108.0805	SM0	97296.966
POTASH PHOSPHATE	20/04/2016	107987.513	21515225.1	7	15426.78757	SM0	107987.513
RENEWABLE ENERGY	20/04/2016	115384.5	2329155	1	115384.5	SM0	115384.5
SILVER	20/04/2016	108356.799	676140.3	8	13544.59988	SM0	108356.799
STEM CELLS THERAPEUTICS	20/04/2016	96707.2	3971030	1	96707.2	SM0	96707.2
TIN	20/04/2016	117318.12	519349.3	7	16759.73143	SM0	117318.12
URANIUM	20/04/2016	105840.5968	2148437.52	19	5570.557726	SM0	105840.5968
VANADIUM	20/04/2016	92333.131	399333.7	3	30777.71033	SM0	92333.131
ZINC	20/04/2016	99878.007	612213.78	17	5875.176882	SM0	99878.007
BAUXITE	21/04/2016	127108.002	131766.8	4	31777.0005	SM0	127108.002
BIO TECHNOLOGY	21/04/2016	104490.4994	633402.87	24	4353.770808	SM0	104490.4994
BIOTECH	21/04/2016	80000	147000	1	80000	SM0	80000
COBALT	21/04/2016	127735.102	705226.5	12	10644.59183	SM0	127735.102
COKING COAL	21/04/2016	98313.66	24501	5	19662.732	SM0	98313.66
COPPER	21/04/2016	107954.635	4168643.2	23	4693.679782	SM0	107954.635
DIGITAL HEALTHCARE	21/04/2016	94545.402	567341.9	2	47272.701	SM0	94545.402
FINANCIAL TECHNOLOGY	21/04/2016	99911.187	6327902.7	12	8325.93225	SM0	99911.187
GOLD	21/04/2016	118613.458	2585261.98	24	4942.227416	SM0	118613.458
GRAPHENE	21/04/2016	99999.753	5460	2	49999.8765	SM0	99999.753
GRAPHITE	21/04/2016	124719.062	5874033.78	23	5422.567913	SM0	124719.062
JUNIOR GOLD	21/04/2016	115823.8119	3765141.15	24	4825.992162	SM0	115823.8119
LARGE GOLD	21/04/2016	119129.8141	136411463.4	14	8509.272435	SM0	119129.8141
LITHIUM	21/04/2016	133595.9684	6944640.6	23	5808.520365	SM0	133595.9684
MEDICAL CANNABIS	21/04/2016	116877.268	2039567.1	6	19479.54467	SM0	116877.268
MEMORY TECHNOLOGY	21/04/2016	140000	8540	1	140000	SM0	140000
MINING SERVICES	21/04/2016	85262.3702	4091.7	1	85262.3702	SM0	85262.3702
NICKEL	21/04/2016	111442.496	779995.2	12	9286.874666	SM0	111442.496
OIL & GAS	21/04/2016	97911.884	100431714.8	12	8159.323666	SM0	97911.884
POTASH PHOSPHATE	21/04/2016	108313.182	27097078.8	7	15473.31171	SM0	108313.182
RENEWABLE ENERGY	21/04/2016	116239.2	1427456	1	116239.2	SM0	116239.2
SILVER	21/04/2016	112105.847	1257643.3	8	14013.23088	SM0	112105.847
STEM CELLS THERAPEUTICS	21/04/2016	102056.96	3312536	1	102056.96	SM0	102056.96
TIN	21/04/2016	116857.295	503623.5	7	16693.89929	SM0	116857.295
URANIUM	21/04/2016	103893.5318	1858484.4	19	5468.080621	SM0	103893.5318
VANADIUM	21/04/2016	87991.395	187734.7	3	29330.465	SM0	87991.395
ZINC	21/04/2016	100194.537	424982.62	17	5893.796294	SM0	100194.537
BAUXITE	22/04/2016	124471.561	113450.1	4	31117.89025	SM0	124471.561
BIO TECHNOLOGY	22/04/2016	112752.7153	669241.62	24	4698.029804	SM0	112752.7153
BIOTECH	22/04/2016	86000	269954	1	86000	SM0	86000
COBALT	22/04/2016	139338.579	1165908.5	12	11611.54825	SM0	139338.579
COKING COAL	22/04/2016	95960.72	6825	5	19192.144	SM0	95960.72
COPPER	22/04/2016	110471.936	4268445.8	23	4803.127652	SM0	110471.936
DIGITAL HEALTHCARE	22/04/2016	95383.19	420833	2	47691.595	SM0	95383.19
FINANCIAL TECHNOLOGY	22/04/2016	100228.615	2828052.6	12	8352.384583	SM0	100228.615
GOLD	22/04/2016	118570.6794	1395006.58	24	4940.444975	SM0	118570.6794
GRAPHENE	22/04/2016	99999.753	11259.6	2	49999.8765	SM0	99999.753
GRAPHITE	22/04/2016	125785.6447	4860532.26	23	5468.941073	SM0	125785.6447
JUNIOR GOLD	22/04/2016	115729.09	4318313.93	24	4822.045416	SM0	115729.09
LARGE GOLD	22/04/2016	119634.5814	114928626.5	14	8545.327242	SM0	119634.5814
LITHIUM	22/04/2016	138570.466	4238106.45	23	6024.802869	SM0	138570.466
MEDICAL CANNABIS	22/04/2016	116196.998	2045559.6	6	19366.16633	SM0	116196.998
MEMORY TECHNOLOGY	22/04/2016	140000	8540	1	140000	SM0	140000
MINING SERVICES	22/04/2016	79367.3328	9748.32	1	79367.3328	SM0	79367.3328
NICKEL	22/04/2016	112819.461	873043.5	12	9401.62175	SM0	112819.461
OIL & GAS	22/04/2016	98070.177	46512380.2	12	8172.51475	SM0	98070.177
POTASH PHOSPHATE	22/04/2016	108717.685	24383524.5	7	15531.09786	SM0	108717.685
RENEWABLE ENERGY	22/04/2016	118803.3	1265108.5	1	118803.3	SM0	118803.3
SILVER	22/04/2016	123911.407	667454.7	8	15488.92588	SM0	123911.407
STEM CELLS THERAPEUTICS	22/04/2016	103291.52	1691740	1	103291.52	SM0	103291.52
TIN	22/04/2016	125428.721	235133	7	17918.38871	SM0	125428.721
URANIUM	22/04/2016	103837.9928	943098.6	19	5465.157515	SM0	103837.9928
VANADIUM	22/04/2016	89952.179	75801.4	3	29984.05967	SM0	89952.179
ZINC	22/04/2016	99852.944	277072.6	17	5873.702588	SM0	99852.944
BAUXITE	26/04/2016	125380.65	49035.1	4	31345.1625	SM0	125380.65
BIO TECHNOLOGY	26/04/2016	112410.3243	1156477.28	24	4683.763512	SM0	112410.3243
BIOTECH	26/04/2016	83000	170689.5	1	83000	SM0	83000
COBALT	26/04/2016	144858.699	2106172.2	12	12071.55825	SM0	144858.699
COKING COAL	26/04/2016	99960.72	343626.9	5	19992.144	SM0	99960.72
COPPER	26/04/2016	111134.504	3373967.7	23	4831.934956	SM0	111134.504
DIGITAL HEALTHCARE	26/04/2016	93565.01	803926	2	46782.505	SM0	93565.01
FINANCIAL TECHNOLOGY	26/04/2016	99805.165	2932419.2	12	8317.097083	SM0	99805.165
GOLD	26/04/2016	118801.7462	1479883.28	24	4950.072758	SM0	118801.7462
GRAPHENE	26/04/2016	99999.753	27913.5	2	49999.8765	SM0	99999.753
GRAPHITE	26/04/2016	124363.7526	6338673.21	23	5407.119678	SM0	124363.7526
JUNIOR GOLD	26/04/2016	115117.2337	4629624.62	24	4796.551404	SM0	115117.2337
LARGE GOLD	26/04/2016	117996.1555	150581408.3	14	8428.296821	SM0	117996.1555
LITHIUM	26/04/2016	136325.731	5363302.7	23	5927.205695	SM0	136325.731
MEDICAL CANNABIS	26/04/2016	115176.593	2634297.6	6	19196.09883	SM0	115176.593
MEMORY TECHNOLOGY	26/04/2016	140000	8540	1	140000	SM0	140000
MINING SERVICES	26/04/2016	76491.7048	8448.16	1	76491.7048	SM0	76491.7048
NICKEL	26/04/2016	111482.443	379657.5	12	9290.203583	SM0	111482.443
OIL & GAS	26/04/2016	97839.973	50391958.1	12	8153.331083	SM0	97839.973
POTASH PHOSPHATE	26/04/2016	107362.45	24858083.5	7	15337.49286	SM0	107362.45
RENEWABLE ENERGY	26/04/2016	122222.1	1120476.5	1	122222.1	SM0	122222.1
SILVER	26/04/2016	111387.785	648446.1	8	13923.47313	SM0	111387.785
STEM CELLS THERAPEUTICS	26/04/2016	97941.76	3302250	1	97941.76	SM0	97941.76
TIN	26/04/2016	124156.849	287936.6	7	17736.69271	SM0	124156.849
URANIUM	26/04/2016	105663.6048	1355337.88	19	5561.242357	SM0	105663.6048
VANADIUM	26/04/2016	90678.398	91204.9	3	30226.13267	SM0	90678.398
ZINC	26/04/2016	99669.6314	398483.82	17	5862.919494	SM0	99669.6314
BAUXITE	27/04/2016	122931.157	66192.3	4	30732.78925	SM0	122931.157
BIO TECHNOLOGY	27/04/2016	111740.0193	685896.48	24	4655.834137	SM0	111740.0193
BIOTECH	27/04/2016	79000	182371.5	1	79000	SM0	79000
COBALT	27/04/2016	142357.442	1082174.5	12	11863.12017	SM0	142357.442
COKING COAL	27/04/2016	97640.46	335030.9	5	19528.092	SM0	97640.46
COPPER	27/04/2016	110465.083	4003678.5	23	4802.829695	SM0	110465.083
DIGITAL HEALTHCARE	27/04/2016	88948.258	994647.5	2	44474.129	SM0	88948.258
FINANCIAL TECHNOLOGY	27/04/2016	98415.131	2116209.2	12	8201.260916	SM0	98415.131
GOLD	27/04/2016	119991.3406	1272672.5	24	4999.639191	SM0	119991.3406
GRAPHENE	27/04/2016	99999.753	1675.5	2	49999.8765	SM0	99999.753
GRAPHITE	27/04/2016	121911.3932	9335581.09	23	5300.495356	SM0	121911.3932
JUNIOR GOLD	27/04/2016	115913.7377	3213310.32	24	4829.73907	SM0	115913.7377
LARGE GOLD	27/04/2016	123223.1174	147463735.6	14	8801.651242	SM0	123223.1174
LITHIUM	27/04/2016	128083.786	5746996.4	23	5568.86026	SM0	128083.786
MEDICAL CANNABIS	27/04/2016	116326.017	3543805.6	6	19387.6695	SM0	116326.017
MEMORY TECHNOLOGY	27/04/2016	140000	8540	1	140000	SM0	140000
MINING SERVICES	27/04/2016	76491.7048	13236.16	1	76491.7048	SM0	76491.7048
NICKEL	27/04/2016	113701.165	391141.5	12	9475.097083	SM0	113701.165
OIL & GAS	27/04/2016	97807.126	60320763.1	12	8150.593833	SM0	97807.126
POTASH PHOSPHATE	27/04/2016	107540.909	23023183.5	7	15362.987	SM0	107540.909
RENEWABLE ENERGY	27/04/2016	126495.6	3403852	1	126495.6	SM0	126495.6
SILVER	27/04/2016	128541.033	823008.8	8	16067.62913	SM0	128541.033
STEM CELLS THERAPEUTICS	27/04/2016	95061.12	2573571	1	95061.12	SM0	95061.12
TIN	27/04/2016	119614.392	172155.3	7	17087.77029	SM0	119614.392
URANIUM	27/04/2016	105170.8268	1248591.28	19	5535.306673	SM0	105170.8268
VANADIUM	27/04/2016	86974.703	312908.5	3	28991.56767	SM0	86974.703
ZINC	27/04/2016	98922.3564	307068.45	17	5818.962141	SM0	98922.3564
BAUXITE	28/04/2016	126719.032	119038.8	4	31679.758	SM0	126719.032
BIO TECHNOLOGY	28/04/2016	113066.826	430320.77	24	4711.11775	SM0	113066.826
BIOTECH	28/04/2016	81000	63666	1	81000	SM0	81000
COBALT	28/04/2016	135378.001	717250.1	12	11281.50008	SM0	135378.001
COKING COAL	28/04/2016	94411.7	80703.4	5	18882.34	SM0	94411.7
COPPER	28/04/2016	111549.963	1527886.6	23	4849.998391	SM0	111549.963
DIGITAL HEALTHCARE	28/04/2016	90766.438	258017	2	45383.219	SM0	90766.438
FINANCIAL TECHNOLOGY	28/04/2016	98661.935	1458364.4	12	8221.827916	SM0	98661.935
GOLD	28/04/2016	122464.2527	1123593.25	24	5102.677195	SM0	122464.2527
GRAPHENE	28/04/2016	99999.753	6510.3	2	49999.8765	SM0	99999.753
GRAPHITE	28/04/2016	122312.741	6399612.01	23	5317.94526	SM0	122312.741
JUNIOR GOLD	28/04/2016	117012.4811	5138638.92	24	4875.520045	SM0	117012.4811
LARGE GOLD	28/04/2016	122738.3224	146116517.9	14	8767.023028	SM0	122738.3224
LITHIUM	28/04/2016	126928.7712	5589418.8	23	5518.642226	SM0	126928.7712
MEDICAL CANNABIS	28/04/2016	114027.169	465585.6	6	19004.52817	SM0	114027.169
MEMORY TECHNOLOGY	28/04/2016	125000	12000	1	125000	SM0	125000
MINING SERVICES	28/04/2016	70596.6674	37679.34	1	70596.6674	SM0	70596.6674
NICKEL	28/04/2016	107802.392	263593.5	12	8983.532666	SM0	107802.392
OIL & GAS	28/04/2016	99175.674	53545464.3	12	8264.6395	SM0	99175.674
POTASH PHOSPHATE	28/04/2016	105842.541	22785910.3	7	15120.363	SM0	105842.541
RENEWABLE ENERGY	28/04/2016	125640.9	1485655.5	1	125640.9	SM0	125640.9
SILVER	28/04/2016	128146.1	439764.5	8	16018.2625	SM0	128146.1
STEM CELLS THERAPEUTICS	28/04/2016	97118.72	1146960	1	97118.72	SM0	97118.72
TIN	28/04/2016	120294.664	227771.9	7	17184.952	SM0	120294.664
URANIUM	28/04/2016	107999.1198	1342164.78	19	5684.1642	SM0	107999.1198
VANADIUM	28/04/2016	87483.049	100959.2	3	29161.01633	SM0	87483.049
ZINC	28/04/2016	98247.3214	283049.7	17	5779.2542	SM0	98247.3214
BAUXITE	29/04/2016	123462.275	85933.7	4	30865.56875	SM0	123462.275
BIO TECHNOLOGY	29/04/2016	124051.5604	4079527.048	24	5168.815016	SM0	124051.5604
BIOTECH	29/04/2016	78000	152607	1	78000	SM0	78000
COBALT	29/04/2016	134271.48	589363.9	12	11189.29	SM0	134271.48
COKING COAL	29/04/2016	91470.525	107549.1	5	18294.105	SM0	91470.525
COPPER	29/04/2016	111566.933	1966161.8	23	4850.736217	SM0	111566.933
DIGITAL HEALTHCARE	29/04/2016	83351.114	3771751	2	41675.557	SM0	83351.114
FINANCIAL TECHNOLOGY	29/04/2016	97645.935	1624913	12	8137.16125	SM0	97645.935
GOLD	29/04/2016	125871.1357	2478150.41	24	5244.630654	SM0	125871.1357
GRAPHENE	29/04/2016	99999.753	100884	2	49999.8765	SM0	99999.753
GRAPHITE	29/04/2016	123775.9277	5838379.94	23	5381.562073	SM0	123775.9277
JUNIOR GOLD	29/04/2016	118313.0219	8973153.37	24	4929.709245	SM0	118313.0219
LARGE GOLD	29/04/2016	126923.686	240887810.9	14	9065.977571	SM0	126923.686
LITHIUM	29/04/2016	130122.6132	5230058.01	23	5657.504921	SM0	130122.6132
MEDICAL CANNABIS	29/04/2016	113687.034	721644.2	6	18947.839	SM0	113687.034
MEMORY TECHNOLOGY	29/04/2016	130000	14170	1	130000	SM0	130000
MINING SERVICES	29/04/2016	70596.6674	15869.12	1	70596.6674	SM0	70596.6674
NICKEL	29/04/2016	105576.784	490948.3	12	8798.065333	SM0	105576.784
OIL & GAS	29/04/2016	101475.404	60782263.1	12	8456.283666	SM0	101475.404
POTASH PHOSPHATE	29/04/2016	105480.865	14941241	7	15068.695	SM0	105480.865
RENEWABLE ENERGY	29/04/2016	123076.8	778248	1	123076.8	SM0	123076.8
SILVER	29/04/2016	125275.728	380335.8	8	15659.466	SM0	125275.728
STEM CELLS THERAPEUTICS	29/04/2016	90122.88	3430416	1	90122.88	SM0	90122.88
TIN	29/04/2016	116534.283	68741.8	7	16647.75471	SM0	116534.283
URANIUM	29/04/2016	107968.7538	1554948.86	19	5682.565989	SM0	107968.7538
VANADIUM	29/04/2016	89443.833	165316.4	3	29814.611	SM0	89443.833
ZINC	29/04/2016	100902.8114	595440	17	5935.459494	SM0	100902.8114
BAUXITE	2/05/2016	121378.945	53287.8	4	30344.73625	SM0	121378.945
BIO TECHNOLOGY	2/05/2016	120336.3826	1532618.37	24	5014.015941	SM0	120336.3826
BIOTECH	2/05/2016	71000	397884	1	71000	SM0	71000
COBALT	2/05/2016	140552.875	988596.1	12	11712.73958	SM0	140552.875
COKING COAL	2/05/2016	90882.29	37209.8	5	18176.458	SM0	90882.29
COPPER	2/05/2016	110516.41	4009569.9	23	4805.061304	SM0	110516.41
DIGITAL HEALTHCARE	2/05/2016	85097.992	967497.6	2	42548.996	SM0	85097.992
FINANCIAL TECHNOLOGY	2/05/2016	98468.002	6989138.5	12	8205.666833	SM0	98468.002
GOLD	2/05/2016	129747.5863	2810701.79	24	5406.149429	SM0	129747.5863
GRAPHENE	2/05/2016	99999.753	19500	2	49999.8765	SM0	99999.753
GRAPHITE	2/05/2016	126288.3704	6520374.78	23	5490.798713	SM0	126288.3704
JUNIOR GOLD	2/05/2016	123708.0385	10003855.96	24	5154.501604	SM0	123708.0385
LARGE GOLD	2/05/2016	134534.3529	212483298.7	14	9609.596635	SM0	134534.3529
LITHIUM	2/05/2016	139914.824	12727179.4	23	6083.253217	SM0	139914.824
MEDICAL CANNABIS	2/05/2016	113346.899	722534.2	6	18891.14983	SM0	113346.899
MEMORY TECHNOLOGY	2/05/2016	120000	18093.6	1	120000	SM0	120000
MINING SERVICES	2/05/2016	82386.7422	49965.6	1	82386.7422	SM0	82386.7422
NICKEL	2/05/2016	107018.123	448534.4	12	8918.176916	SM0	107018.123
OIL & GAS	2/05/2016	100738.188	43262665.5	12	8394.849	SM0	100738.188
POTASH PHOSPHATE	2/05/2016	105746.446	13269707.5	7	15106.63514	SM0	105746.446
RENEWABLE ENERGY	2/05/2016	124786.2	1093540	1	124786.2	SM0	124786.2
SILVER	2/05/2016	121710.915	625580.3	8	15213.86438	SM0	121710.915
STEM CELLS THERAPEUTICS	2/05/2016	90534.4	1210000	1	90534.4	SM0	90534.4
TIN	2/05/2016	117561.257	129818.1	7	16794.46529	SM0	117561.257
