Token	ObservationDate	HoldValue	TradeValue	ASXCode	AvgHoldValue	MAAvgHoldKey	MAAvgHoldValue
OIL & GAS	13/07/2016	99775.035	42025133.4	12	8314.58625	SMA5	96099.645
OIL & GAS	14/07/2016	99398.848	27666451	12	8283.237333	SMA5	97336.34417
OIL & GAS	15/07/2016	99054.907	24546680.7	12	8254.575583	SMA5	97940.72883
OIL & GAS	18/07/2016	99949.4	37643108.8	12	8329.116666	SMA5	98581.10483
OIL & GAS	19/07/2016	101358.837	33786780.7	12	8446.56975	SMA5	99430.976
OIL & GAS	20/07/2016	102320.806	35204073.3	12	8526.733833	SMA5	100309.6388
OIL & GAS	21/07/2016	103553.838	25559292.4	12	8629.4865	SMA5	100939.4393
OIL & GAS	22/07/2016	102995.85	21124417.6	12	8582.9875	SMA5	101538.9397
OIL & GAS	25/07/2016	102529.643	32212342.5	12	8544.136916	SMA5	102118.0623
OIL & GAS	26/07/2016	100880.674	50834666.3	12	8406.722833	SMA5	102273.2747
OIL & GAS	27/07/2016	100470.253	29278600.3	12	8372.521083	SMA5	102125.1773
OIL & GAS	28/07/2016	100029.492	44989420.7	12	8335.791	SMA5	101743.2917
OIL & GAS	29/07/2016	101478.375	60385038.2	12	8456.53125	SMA5	101397.3812
OIL & GAS	1/08/2016	100298.603	32116411.4	12	8358.216916	SMA5	100947.84
OIL & GAS	2/08/2016	97993.691	57238985.9	12	8166.140916	SMA5	100191.848
OIL & GAS	3/08/2016	97759.818	48146405.7	12	8146.6515	SMA5	99671.70533
OIL & GAS	4/08/2016	99751.355	52920890.4	12	8312.612916	SMA5	99551.889
OIL & GAS	5/08/2016	98507.358	37097372.6	12	8208.9465	SMA5	99298.2
OIL & GAS	8/08/2016	99367.431	21409608.8	12	8280.61925	SMA5	98946.376
OIL & GAS	9/08/2016	99531.891	31356647	12	8294.32425	SMA5	98818.59067
OIL & GAS	10/08/2016	98316.506	21120537.2	12	8193.042166	SMA5	98872.39317
OIL & GAS	11/08/2016	98877.24	22012565	12	8239.77	SMA5	99058.63017
OIL & GAS	12/08/2016	100635.151	26652241	12	8386.262583	SMA5	99205.9295
OIL & GAS	15/08/2016	100899.339	28943446.9	12	8408.27825	SMA5	99604.593
OIL & GAS	16/08/2016	99365.656	56806061.1	12	8280.471333	SMA5	99604.29717
OIL & GAS	17/08/2016	101953.399	40365032.5	12	8496.116583	SMA5	100007.8818
OIL & GAS	18/08/2016	102409.45	31658313.9	12	8534.120833	SMA5	100690.0392
OIL & GAS	19/08/2016	102127.06	53593779.7	12	8510.588333	SMA5	101231.6758
OIL & GAS	22/08/2016	101116.251	77848258.2	12	8426.35425	SMA5	101311.8592
OIL & GAS	23/08/2016	100502.435	35999608.4	12	8375.202916	SMA5	101245.7085
OIL & GAS	24/08/2016	100809.694	17895237.6	12	8400.807833	SMA5	101486.3815
OIL & GAS	25/08/2016	98645.472	25746181.9	12	8220.456	SMA5	100935.0603
OIL & GAS	26/08/2016	97114.871	30894898.6	12	8092.905916	SMA5	100052.6305
OIL & GAS	29/08/2016	97271.64	20302943.4	12	8105.97	SMA5	99243.39383
OIL & GAS	30/08/2016	98045.25	19986985.4	12	8170.4375	SMA5	98731.56033
OIL & GAS	31/08/2016	96262.317	23942101.1	12	8021.85975	SMA5	98024.874
OIL & GAS	1/09/2016	95488.736	34090098.6	12	7957.394666	SMA5	97138.04767
OIL & GAS	2/09/2016	95742.552	26975671.3	12	7978.546	SMA5	96654.22767
OIL & GAS	5/09/2016	95534.237	24772235	12	7961.186416	SMA5	96390.78867
OIL & GAS	6/09/2016	95163.242	16329581.1	12	7930.270166	SMA5	96039.389
OIL & GAS	7/09/2016	95936.25	55053255.4	12	7994.6875	SMA5	95687.889
OIL & GAS	8/09/2016	96756.411	42767262.3	12	8063.03425	SMA5	95770.238
OIL & GAS	9/09/2016	94663.688	64919870.6	12	7888.640666	SMA5	95632.73
OIL & GAS	12/09/2016	94265.8575	52601599.7	12	7855.488125	SMA5	95386.61425
OIL & GAS	13/09/2016	93907.828	33737792.3	12	7825.652333	SMA5	95115.54608
OIL & GAS	14/09/2016	93919.858	64964014.4	12	7826.654833	SMA5	94908.31542
OIL & GAS	15/09/2016	93485.8185	54081582.25	12	7790.484875	SMA5	94499.91017
OIL & GAS	16/09/2016	93297.5345	54295638.05	12	7774.794541	SMA5	93923.43075
OIL & GAS	19/09/2016	92784.6815	14422863.4	12	7732.056791	SMA5	93610.263
OIL & GAS	20/09/2016	93025.968	34834376.4	12	7752.164	SMA5	93403.61475
OIL & GAS	21/09/2016	93863.587	34376763.2	12	7821.965583	SMA5	93396.24125
OIL & GAS	22/09/2016	95260.443	40498175.2	12	7938.37025	SMA5	93619.67208
OIL & GAS	23/09/2016	95437.408	36478836.8	12	7953.117333	SMA5	93944.937
OIL & GAS	26/09/2016	91029.065	21822976.4	12	7585.755416	SMA5	93566.85875
OIL & GAS	27/09/2016	92160.513	24356946.1	12	7680.04275	SMA5	93462.83067
OIL & GAS	28/09/2016	91465.616	26850039.2	12	7622.134666	SMA5	93202.772
OIL & GAS	29/09/2016	95175.786	80724970.3	12	7931.3155	SMA5	93421.47183
OIL & GAS	30/09/2016	95483.098	60402227.7	12	7956.924833	SMA5	93458.581
OIL & GAS	3/10/2016	96888.973	27346777.6	12	8074.081083	SMA5	93700.5085
OIL & GAS	4/10/2016	97706.272	37062137.4	12	8142.189333	SMA5	94813.37633
OIL & GAS	5/10/2016	95915.382	53354279.9	12	7992.9485	SMA5	95439.18783
OIL & GAS	6/10/2016	96100.86	64025723.3	12	8008.405	SMA5	96211.7285
OIL & GAS	7/10/2016	97199.928	54443778.8	12	8099.994	SMA5	96549.0855
OIL & GAS	10/10/2016	95446.416	43679179.5	12	7953.868	SMA5	96542.97183
OIL & GAS	11/10/2016	96810.33	52561835.9	12	8067.5275	SMA5	96529.86467
OIL & GAS	12/10/2016	98748.077	56220763.7	12	8229.006416	SMA5	96703.49883
OIL & GAS	13/10/2016	98125.062	39074439.3	12	8177.0885	SMA5	97071.77883
OIL & GAS	14/10/2016	100958.901	40400497.4	12	8413.24175	SMA5	97881.45233
OIL & GAS	17/10/2016	99917.793	35295084.6	12	8326.48275	SMA5	98334.42983
OIL & GAS	18/10/2016	101007.868	24379921.9	12	8417.322333	SMA5	99261.3385
OIL & GAS	19/10/2016	100886.315	31073761.4	12	8407.192916	SMA5	99940.66933
OIL & GAS	20/10/2016	102998.111	52951662.4	12	8583.175916	SMA5	100649.0083
OIL & GAS	21/10/2016	104212.504	40010559.1	12	8684.375333	SMA5	101663.582
OIL & GAS	24/10/2016	107110.068	35731773.1	12	8925.839	SMA5	102688.7765
OIL & GAS	25/10/2016	111049.23	32099445.2	12	9254.1025	SMA5	104544.016
OIL & GAS	26/10/2016	108361.3	46073248.7	12	9030.108333	SMA5	105769.588
OIL & GAS	27/10/2016	103810.652	31187845.2	12	8650.887666	SMA5	106256.9775
OIL & GAS	28/10/2016	109675.608	57313334.1	12	9139.634	SMA5	107369.8937
OIL & GAS	31/10/2016	109422.989	25797695.7	12	9118.582416	SMA5	108238.3078
OIL & GAS	1/11/2016	108817.027	20351333.4	12	9068.085583	SMA5	108522.801
OIL & GAS	2/11/2016	107648.792	37921357.9	12	8970.732666	SMA5	107956.0613
OIL & GAS	3/11/2016	107317.29	24986416.2	12	8943.1075	SMA5	107782.0597
OIL & GAS	4/11/2016	104426.018	22937954.6	12	8702.168166	SMA5	107884.6207
OIL & GAS	7/11/2016	105965.257	43512062.1	12	8830.438083	SMA5	107266.2288
OIL & GAS	8/11/2016	106926.347	50390025.9	12	8910.528916	SMA5	106850.1218
OIL & GAS	9/11/2016	102071.816	80940141	12	8505.984666	SMA5	105725.92
OIL & GAS	10/11/2016	107602.4	47284626.2	12	8966.866666	SMA5	105718.188
OIL & GAS	11/11/2016	107602.376	25544726.3	12	8966.864666	SMA5	105765.7023
OIL & GAS	14/11/2016	111479.558	32567237	12	9289.963166	SMA5	106941.2923
OIL & GAS	15/11/2016	112400.933	49065598.4	12	9366.744416	SMA5	108013.905
OIL & GAS	16/11/2016	113489.002	61831827.2	12	9457.416833	SMA5	109107.6808
OIL & GAS	17/11/2016	114121.325	43393781	12	9510.110416	SMA5	111115.9323
OIL & GAS	18/11/2016	113607.95	43471921.8	12	9467.329166	SMA5	112116.8573
OIL & GAS	21/11/2016	110371.231	43139378.5	12	9197.602583	SMA5	112578.3332
OIL & GAS	22/11/2016	109610.428	53717024	12	9134.202333	SMA5	112266.8115
OIL & GAS	23/11/2016	110501.154	47932885.8	12	9208.4295	SMA5	111950.1817
OIL & GAS	24/11/2016	110049.365	10434295.8	12	9170.780416	SMA5	111376.9088
OIL & GAS	25/11/2016	110049.365	10434295.8	12	9170.780416	SMA5	110698.2488
OIL & GAS	28/11/2016	109643.447	32447569.2	12	9136.953916	SMA5	110037.4983
OIL & GAS	29/11/2016	108266.73	41554477	12	9022.2275	SMA5	109686.7482
OIL & GAS	30/11/2016	105741.637	68408456.9	12	8811.803083	SMA5	109041.9497
OIL & GAS	1/12/2016	109294.092	151296076.6	12	9107.841	SMA5	108840.7727
OIL & GAS	2/12/2016	108995.52	14614026.3	12	9082.96	SMA5	108665.1318
OIL & GAS	5/12/2016	110684.178	36566028	12	9223.6815	SMA5	108770.934
OIL & GAS	6/12/2016	111935.572	32318423.3	12	9327.964333	SMA5	109152.9548
OIL & GAS	7/12/2016	113308.824	42224626.5	12	9442.402	SMA5	109993.3038
OIL & GAS	8/12/2016	110984.308	77619652.9	12	9248.692333	SMA5	110867.0823
OIL & GAS	9/12/2016	111409.822	38229698.1	12	9284.151833	SMA5	111219.704
OIL & GAS	12/12/2016	112960.719	75514663.5	12	9413.39325	SMA5	111880.5705
OIL & GAS	13/12/2016	111870.965	54785919.6	12	9322.580416	SMA5	112078.3683
OIL & GAS	14/12/2016	113336.624	57545161.7	12	9444.718666	SMA5	112311.877
OIL & GAS	15/12/2016	110864.135	174658775.5	12	9238.677916	SMA5	111904.4288
OIL & GAS	16/12/2016	110952.302	91645410	12	9246.025166	SMA5	111899.0945
OIL & GAS	19/12/2016	112689.119	46589715.1	12	9390.759916	SMA5	112112.3107
OIL & GAS	20/12/2016	112511.382	55039665.4	12	9375.9485	SMA5	112037.4212
OIL & GAS	21/12/2016	112586.964	117562364.2	12	9382.247	SMA5	112156.7543
OIL & GAS	22/12/2016	113538.451	59116957.6	12	9461.537583	SMA5	112190.3922
OIL & GAS	23/12/2016	114108.887	32785569.3	12	9509.073916	SMA5	112731.1842
OIL & GAS	28/12/2016	114071.555	34461644.6	12	9505.962916	SMA5	113251.0597
OIL & GAS	29/12/2016	113006.15	24412989.1	12	9417.179166	SMA5	113303.8982
OIL & GAS	30/12/2016	113040.368	3206798.3	12	9420.030666	SMA5	113392.0625
OIL & GAS	2/01/2017	113040.368	3206798.3	12	9420.030666	SMA5	113467.6298
OIL & GAS	3/01/2017	113251.784	48518685.7	12	9437.648666	SMA5	113419.852
OIL & GAS	4/01/2017	112364.505	32586855	12	9363.70875	SMA5	113129.1217
OIL & GAS	5/01/2017	111944.096	49616151.2	12	9328.674666	SMA5	112774.5452
OIL & GAS	6/01/2017	111733.393	30034652.6	12	9311.116083	SMA5	112562.419
OIL & GAS	9/01/2017	111500.526	42821530.8	12	9291.7105	SMA5	112305.7787
OIL & GAS	10/01/2017	113339.06	41505873.8	12	9444.921666	SMA5	112355.5607
OIL & GAS	11/01/2017	113219.333	30386227.5	12	9434.944416	SMA5	112350.1522
OIL & GAS	12/01/2017	112773.588	58651657	12	9397.799	SMA5	112418.3327
OIL & GAS	13/01/2017	112199.957	25733783	12	9349.996416	SMA5	112460.9762
OIL & GAS	16/01/2017	111527.323	30858443.6	12	9293.943583	SMA5	112426.6312
OIL & GAS	17/01/2017	109945.874	49432381.7	12	9162.156166	SMA5	112167.5225
OIL & GAS	18/01/2017	110475.168	34844964.5	12	9206.264	SMA5	111690.2072
OIL & GAS	19/01/2017	110899.365	34487754	12	9241.61375	SMA5	111303.5458
OIL & GAS	20/01/2017	110305.22	32529532.4	12	9192.101666	SMA5	110892.1512
OIL & GAS	23/01/2017	112638.218	35732495	12	9386.518166	SMA5	110965.1947
OIL & GAS	24/01/2017	113004.799	41175115.7	12	9417.066583	SMA5	111211.4407
OIL & GAS	25/01/2017	111988.2	34814564.7	12	9332.35	SMA5	111551.8283
OIL & GAS	27/01/2017	112610.04	35643352.7	12	9384.17	SMA5	111907.6403
OIL & GAS	30/01/2017	111487.214	25849844.9	12	9290.601166	SMA5	112005.6152
OIL & GAS	31/01/2017	111340.857	42202784.5	12	9278.40475	SMA5	112178.2213
OIL & GAS	1/02/2017	112026.043	23042175.1	12	9335.503583	SMA5	112076.1922
OIL & GAS	2/02/2017	113079.393	30817918.9	12	9423.28275	SMA5	112088.6245
OIL & GAS	3/02/2017	113033.49	15813489.3	12	9419.4575	SMA5	112262.8395
OIL & GAS	6/02/2017	111773.705	20633510.8	12	9314.475416	SMA5	112123.4503
OIL & GAS	7/02/2017	109514.521	30748048.7	12	9126.210083	SMA5	111794.6682
OIL & GAS	8/02/2017	109567.211	27453173.8	12	9130.600916	SMA5	111499.0605
OIL & GAS	9/02/2017	108789.886	26400278.3	12	9065.823833	SMA5	110959.701
OIL & GAS	10/02/2017	110654.434	37869870.7	12	9221.202833	SMA5	110555.5412
OIL & GAS	13/02/2017	110779.335	31968231.2	12	9231.61125	SMA5	110179.8487
OIL & GAS	14/02/2017	111987.229	25694160.3	12	9332.269083	SMA5	110215.436
OIL & GAS	15/02/2017	112164.659	27432449.3	12	9347.054916	SMA5	110657.1257
OIL & GAS	16/02/2017	111799.639	24487396	12	9316.636583	SMA5	111029.197
OIL & GAS	17/02/2017	112338.961	32546270.3	12	9361.580083	SMA5	111620.7095
OIL & GAS	20/02/2017	111583.203	29064645.5	12	9298.60025	SMA5	111775.5043
OIL & GAS	21/02/2017	114185.842	35316905.5	12	9515.486833	SMA5	112343.2555
OIL & GAS	22/02/2017	114199.629	47054845	12	9516.63575	SMA5	112711.9888
OIL & GAS	23/02/2017	112495.495	27786293.5	12	9374.624583	SMA5	112767.1282
OIL & GAS	24/02/2017	110503.611	37966384.8	12	9208.63425	SMA5	112551.1235
OIL & GAS	27/02/2017	109839.669	47859847.3	12	9153.30575	SMA5	112134.5748
OIL & GAS	28/02/2017	109226.005	41615525.7	12	9102.167083	SMA5	111741.7085
OIL & GAS	1/03/2017	107763.304	39033601.2	12	8980.275333	SMA5	110671.2855
OIL & GAS	2/03/2017	108456.99	37092368.9	12	9038.0825	SMA5	109714.179
OIL & GAS	3/03/2017	105752.822	74631768	12	8812.735166	SMA5	108590.4002
OIL & GAS	6/03/2017	105129.345	39908765.7	12	8760.77875	SMA5	107694.6892
OIL & GAS	7/03/2017	104612.006	46179139.2	12	8717.667166	SMA5	106823.412
OIL & GAS	8/03/2017	105574.636	40926243.4	12	8797.886333	SMA5	106214.8505
OIL & GAS	9/03/2017	105865.299	41543376.6	12	8822.10825	SMA5	105898.5163
OIL & GAS	10/03/2017	109883.846	35159788.4	12	9156.987166	SMA5	106136.3257
OIL & GAS	13/03/2017	109602.926	29301142.4	12	9133.577166	SMA5	106778.0097
OIL & GAS	14/03/2017	111943.421	31111050.4	12	9328.618416	SMA5	107913.689
OIL & GAS	15/03/2017	113691.198	37651368.9	12	9474.2665	SMA5	109426.8877
OIL & GAS	16/03/2017	115008.377	66404243.7	12	9584.031416	SMA5	110999.1778
OIL & GAS	17/03/2017	116852.457	33454945.7	12	9737.70475	SMA5	112830.3708
OIL & GAS	20/03/2017	118241.197	20472422	12	9853.433083	SMA5	114223.2627
OIL & GAS	21/03/2017	121827.402	55276938.8	12	10152.2835	SMA5	116260.6753
OIL & GAS	22/03/2017	119966.061	28533980.9	12	9997.17175	SMA5	117597.782
OIL & GAS	23/03/2017	120124.983	4149514.4	12	10010.41525	SMA5	118670.0795
POTASH PHOSPHATE	29/03/2016	99998.339	16166283	7	14285.477	SMA5	99998.339
POTASH PHOSPHATE	30/03/2016	101235.159	19166384	7	14462.16557	SMA5	100616.749
POTASH PHOSPHATE	31/03/2016	101523.235	24938367.6	7	14503.31929	SMA5	100918.911
POTASH PHOSPHATE	1/04/2016	100641.59	39773854.8	7	14377.37	SMA5	100849.5808
POTASH PHOSPHATE	4/04/2016	101178.401	15596895.6	7	14454.05729	SMA5	100915.3448
POTASH PHOSPHATE	5/04/2016	101991.246	19753665	7	14570.178	SMA5	101094.6617
POTASH PHOSPHATE	6/04/2016	100116.251	17763135.8	7	14302.32157	SMA5	101114.3137
POTASH PHOSPHATE	7/04/2016	102181.826	26024788.1	7	14597.40371	SMA5	101272.0915
POTASH PHOSPHATE	8/04/2016	102008.935	16995913.5	7	14572.705	SMA5	101353.0415
POTASH PHOSPHATE	11/04/2016	100217.779	17829271.2	7	14316.82557	SMA5	101282.4063
POTASH PHOSPHATE	12/04/2016	103168.989	25585307.5	7	14738.427	SMA5	101614.171
POTASH PHOSPHATE	13/04/2016	100445.029	20152041.5	7	14349.28986	SMA5	101356.4682
POTASH PHOSPHATE	14/04/2016	104552.094	40446796.7	7	14936.01343	SMA5	102095.7753
POTASH PHOSPHATE	15/04/2016	104970.339	23098938.3	7	14995.76271	SMA5	102560.5275
POTASH PHOSPHATE	18/04/2016	105047.613	19591172.1	7	15006.80186	SMA5	103066.9738
POTASH PHOSPHATE	19/04/2016	105195.428	26982586.7	7	15027.91829	SMA5	103896.582
POTASH PHOSPHATE	20/04/2016	107987.513	21515225.1	7	15426.78757	SMA5	104699.6693
POTASH PHOSPHATE	21/04/2016	108313.182	27097078.8	7	15473.31171	SMA5	106011.0282
POTASH PHOSPHATE	22/04/2016	108717.685	24383524.5	7	15531.09786	SMA5	106705.2933
POTASH PHOSPHATE	26/04/2016	107362.45	24858083.5	7	15337.49286	SMA5	107103.9785
POTASH PHOSPHATE	27/04/2016	107540.909	23023183.5	7	15362.987	SMA5	107519.5278
POTASH PHOSPHATE	28/04/2016	105842.541	22785910.3	7	15120.363	SMA5	107627.38
POTASH PHOSPHATE	29/04/2016	105480.865	14941241	7	15068.695	SMA5	107209.6053
POTASH PHOSPHATE	2/05/2016	105746.446	13269707.5	7	15106.63514	SMA5	106781.816
POTASH PHOSPHATE	3/05/2016	105767.095	21728935.8	7	15109.585	SMA5	106290.051
POTASH PHOSPHATE	4/05/2016	106460.85	64187447.4	7	15208.69286	SMA5	106139.7843
POTASH PHOSPHATE	5/05/2016	106240.555	24848016.8	7	15177.22214	SMA5	105923.0587
POTASH PHOSPHATE	6/05/2016	105657.364	30109925.8	7	15093.90914	SMA5	105892.1958
POTASH PHOSPHATE	9/05/2016	107659.496	25779192	7	15379.928	SMA5	106255.301
POTASH PHOSPHATE	10/05/2016	110659.389	88248679.8	7	15808.48414	SMA5	107074.1248
POTASH PHOSPHATE	11/05/2016	111005.154	49041233.8	7	15857.87914	SMA5	107947.1347
POTASH PHOSPHATE	12/05/2016	113204.479	28983025	7	16172.06843	SMA5	109071.0728
POTASH PHOSPHATE	13/05/2016	115114.343	46054738	7	16444.90614	SMA5	110550.0375
POTASH PHOSPHATE	16/05/2016	113275.003	33415935.4	7	16182.14329	SMA5	111819.644
POTASH PHOSPHATE	17/05/2016	110797.51	27398921.3	7	15828.21571	SMA5	112342.6463
POTASH PHOSPHATE	18/05/2016	109997.584	31311046.4	7	15713.94057	SMA5	112232.3455
POTASH PHOSPHATE	19/05/2016	111240.449	24232502	7	15891.49271	SMA5	112271.5613
POTASH PHOSPHATE	20/05/2016	109679.609	28721707	7	15668.51557	SMA5	111684.083
POTASH PHOSPHATE	23/05/2016	109131.589	38195824.6	7	15590.227	SMA5	110686.9573
POTASH PHOSPHATE	24/05/2016	108844.654	22795412	7	15549.23629	SMA5	109948.5658
POTASH PHOSPHATE	25/05/2016	111237.023	28995153.2	7	15891.00329	SMA5	110021.818
POTASH PHOSPHATE	26/05/2016	111457.239	32680236	7	15922.46271	SMA5	110265.0938
POTASH PHOSPHATE	27/05/2016	113022.954	33775719	7	16146.13629	SMA5	110562.178
POTASH PHOSPHATE	30/05/2016	111888.429	19134642	7	15984.06129	SMA5	110930.3147
POTASH PHOSPHATE	31/05/2016	112949.669	62563070.3	7	16135.667	SMA5	111566.6613
POTASH PHOSPHATE	1/06/2016	113357.839	32290861.8	7	16193.977	SMA5	112318.8588
POTASH PHOSPHATE	2/06/2016	109740.824	28821972	7	15677.26057	SMA5	112069.4923
POTASH PHOSPHATE	3/06/2016	112978.814	29894889.3	7	16139.83057	SMA5	112323.0882
POTASH PHOSPHATE	6/06/2016	110612.239	27125675.4	7	15801.74843	SMA5	111921.3023
POTASH PHOSPHATE	7/06/2016	111593.884	58257638.3	7	15941.98343	SMA5	111872.2115
POTASH PHOSPHATE	8/06/2016	112706.324	44830790.4	7	16100.90343	SMA5	111831.654
POTASH PHOSPHATE	9/06/2016	111192.53	40960231.5	7	15884.64714	SMA5	111470.7692
POTASH PHOSPHATE	10/06/2016	110629.33	28414690.5	7	15804.19	SMA5	111618.8535
POTASH PHOSPHATE	14/06/2016	109669.215	31206565	7	15667.03071	SMA5	111067.2537
POTASH PHOSPHATE	15/06/2016	109976.205	42363168.8	7	15710.88643	SMA5	110961.248
POTASH PHOSPHATE	16/06/2016	108843.055	63347131	7	15549.00786	SMA5	110502.7765
POTASH PHOSPHATE	17/06/2016	109268.045	40640163	7	15609.72071	SMA5	109929.73
POTASH PHOSPHATE	20/06/2016	109049.595	28167423.4	7	15578.51357	SMA5	109572.5742
POTASH PHOSPHATE	21/06/2016	110207.921	24997753.1	7	15743.98871	SMA5	109502.3393
POTASH PHOSPHATE	22/06/2016	109819.651	21472204.5	7	15688.52157	SMA5	109527.412
POTASH PHOSPHATE	23/06/2016	110639.594	19198291.4	7	15805.65629	SMA5	109637.9768
POTASH PHOSPHATE	24/06/2016	106449.354	55765782	7	15207.05057	SMA5	109239.0267
POTASH PHOSPHATE	27/06/2016	104979.839	27985378.2	7	14997.11986	SMA5	108524.3257
POTASH PHOSPHATE	28/06/2016	107193.764	65717072.6	7	15313.39486	SMA5	108215.0205
POTASH PHOSPHATE	29/06/2016	107955.614	44203730	7	15422.23057	SMA5	107839.636
POTASH PHOSPHATE	30/06/2016	110000.274	42812425.2	7	15714.32486	SMA5	107869.7398
POTASH PHOSPHATE	1/07/2016	109458.769	29855370.5	7	15636.967	SMA5	107672.9357
POTASH PHOSPHATE	4/07/2016	110541.079	27824081	7	15791.58271	SMA5	108354.8898
POTASH PHOSPHATE	5/07/2016	110985.924	20427660	7	15855.132	SMA5	109355.904
POTASH PHOSPHATE	6/07/2016	111403.599	20603220	7	15914.79986	SMA5	110057.5432
POTASH PHOSPHATE	7/07/2016	110323.569	20218889.3	7	15760.50986	SMA5	110452.2023
POTASH PHOSPHATE	8/07/2016	111626.069	14621598.5	7	15946.58129	SMA5	110723.1682
POTASH PHOSPHATE	11/07/2016	113150.084	16921791.6	7	16164.29771	SMA5	111338.3873
POTASH PHOSPHATE	12/07/2016	114880.434	26224154	7	16411.49057	SMA5	112061.6132
POTASH PHOSPHATE	13/07/2016	116864.139	21861144	7	16694.877	SMA5	113041.3157
POTASH PHOSPHATE	14/07/2016	116215.269	61351521	7	16602.18129	SMA5	113843.2607
POTASH PHOSPHATE	15/07/2016	116040.494	29584739.5	7	16577.21343	SMA5	114796.0815
POTASH PHOSPHATE	18/07/2016	114333.579	16013738.2	7	16333.36843	SMA5	115247.3332
POTASH PHOSPHATE	19/07/2016	112022.645	20888995	7	16003.235	SMA5	115059.4267
POTASH PHOSPHATE	20/07/2016	113008.319	15858115	7	16144.04557	SMA5	114747.4075
POTASH PHOSPHATE	21/07/2016	110339.069	43719072.8	7	15762.72414	SMA5	113659.8958
POTASH PHOSPHATE	22/07/2016	110790.109	19176793.8	7	15827.15843	SMA5	112755.7025
POTASH PHOSPHATE	25/07/2016	109662.694	17131451.5	7	15666.09914	SMA5	111692.7358
POTASH PHOSPHATE	26/07/2016	107945.895	17688104.2	7	15420.84214	SMA5	110628.1218
POTASH PHOSPHATE	27/07/2016	108510.215	18132761.7	7	15501.45929	SMA5	110042.7168
POTASH PHOSPHATE	28/07/2016	108503.105	17942543.6	7	15500.44357	SMA5	109291.8478
POTASH PHOSPHATE	29/07/2016	108165.88	28346777.3	7	15452.26857	SMA5	108929.6497
POTASH PHOSPHATE	1/08/2016	107354.1	12039991.9	7	15336.3	SMA5	108356.9815
POTASH PHOSPHATE	2/08/2016	106672.976	29075105.9	7	15238.99657	SMA5	107858.6952
POTASH PHOSPHATE	3/08/2016	105888.596	29373518	7	15126.94229	SMA5	107515.812
POTASH PHOSPHATE	4/08/2016	107050.823	14261819.4	7	15292.97471	SMA5	107272.58
POTASH PHOSPHATE	5/08/2016	107945.384	26390920.1	7	15420.76914	SMA5	107179.6265
POTASH PHOSPHATE	8/08/2016	106342.807	26462218	7	15191.82957	SMA5	106875.781
POTASH PHOSPHATE	9/08/2016	106830.872	19228106	7	15261.55314	SMA5	106788.5763
POTASH PHOSPHATE	10/08/2016	106605.337	16488900.1	7	15229.33386	SMA5	106777.3032
POTASH PHOSPHATE	11/08/2016	103819.313	11661137.3	7	14831.33043	SMA5	106432.4227
POTASH PHOSPHATE	12/08/2016	104522.468	16159509.3	7	14931.78114	SMA5	106011.0302
POTASH PHOSPHATE	15/08/2016	102437.173	13959459	7	14633.88186	SMA5	105092.995
POTASH PHOSPHATE	16/08/2016	102823.388	36069203.4	7	14689.05543	SMA5	104506.4252
POTASH PHOSPHATE	17/08/2016	103460.393	19011057.9	7	14780.05614	SMA5	103944.6787
POTASH PHOSPHATE	18/08/2016	104447.803	15640465.4	7	14921.11471	SMA5	103585.0897
POTASH PHOSPHATE	19/08/2016	106477.493	18980242.4	7	15211.07043	SMA5	104028.1197
POTASH PHOSPHATE	22/08/2016	107830.165	17624952.9	7	15404.30929	SMA5	104579.4025
POTASH PHOSPHATE	23/08/2016	107073.704	24497810	7	15296.24343	SMA5	105352.1577
POTASH PHOSPHATE	24/08/2016	107951.646	12692690.7	7	15421.66371	SMA5	106206.8673
POTASH PHOSPHATE	25/08/2016	106150.906	61684981	7	15164.41514	SMA5	106655.2862
POTASH PHOSPHATE	26/08/2016	105225.111	49811955.5	7	15032.15871	SMA5	106784.8375
POTASH PHOSPHATE	29/08/2016	101518.595	16588929.5	7	14502.65643	SMA5	105958.3545
POTASH PHOSPHATE	30/08/2016	101945.103	23285643	7	14563.58614	SMA5	104977.5108
POTASH PHOSPHATE	31/08/2016	100301.443	30340017.7	7	14328.77757	SMA5	103848.8007
POTASH PHOSPHATE	1/09/2016	100493.705	25306984.7	7	14356.24357	SMA5	102605.8105
POTASH PHOSPHATE	2/09/2016	97594.06	22659146.2	7	13942.00857	SMA5	101179.6695
POTASH PHOSPHATE	5/09/2016	97863.528	11955008.5	7	13980.504	SMA5	99952.739
POTASH PHOSPHATE	6/09/2016	98317.373	17674494	7	14045.339	SMA5	99419.202
POTASH PHOSPHATE	7/09/2016	98308.623	23515294.3	7	14044.089	SMA5	98813.122
POTASH PHOSPHATE	8/09/2016	97443.433	25171072.3	7	13920.49043	SMA5	98336.787
POTASH PHOSPHATE	9/09/2016	98515.546	28664725.9	7	14073.64943	SMA5	98007.09383
POTASH PHOSPHATE	12/09/2016	98861.201	23478068.7	7	14123.02871	SMA5	98218.284
POTASH PHOSPHATE	13/09/2016	99124.416	22045677.8	7	14160.63086	SMA5	98428.432
POTASH PHOSPHATE	14/09/2016	97381.906	23546836.6	7	13911.70086	SMA5	98272.52083
POTASH PHOSPHATE	15/09/2016	99709.631	18566601.5	7	14244.233	SMA5	98506.02217
POTASH PHOSPHATE	16/09/2016	99217.291	59883227.8	7	14173.89871	SMA5	98801.66517
