signal_code,market_date,direction,portfolio_decision,candidate_outcome_status,entry_time,entry_price,entry_type,exit_time,exit_price,exit_reason,return_pct,mfe_pct,mae_pct,blocking_signal,blocking_market_date,source_revision
STRONG_YELLOW,2025-04-02,SHORT,TRADED,CLOSED,2025-04-03T03:30:00-04:00,18437.26377904315,D1_0330_OPEN,2025-04-03T08:30:00-04:00,18289.765668810807,TP,0.007999999999999913,0.013182871431002595,0.004202285729247046,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-04-03,LONG,TRADED,CLOSED,2025-04-04T06:00:00-04:00,17806.527222629655,DIP_LIMIT,2025-04-10T15:30:00-04:00,17844.226258193936,D5_CASH_CLOSE,0.0021171469929504028,0.05114538614719773,0.10754236496664606,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-04-04,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2025-04-09T03:30:00-04:00,16661.530347668435,D3_FALLBACK,2025-04-11T15:30:00-04:00,18159.93365635054,D5_CASH_CLOSE,0.08993191366072728,0.12338113863537589,0.02259887005649726,REVERSAL_GREEN,2025-04-03,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2025-04-14,SHORT,TRADED,CLOSED,2025-04-15T03:30:00-04:00,18346.751336911097,D1_0330_OPEN,2025-04-15T07:30:00-04:00,18273.36433156345,TP,0.004000000000000075,0.006985739093827343,0.001973372625375034,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-04-16,LONG,TRADED,CLOSED,2025-04-17T09:30:00-04:00,17817.51905360217,DIP_LIMIT,2025-04-24T15:30:00-04:00,18652.32134154891,D5_CASH_CLOSE,0.046852891552147335,0.04786888532613741,0.04090187735329556,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-04-21,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2025-04-24T03:30:00-04:00,18056.38742255147,D3_FALLBACK,2025-04-28T15:30:00-04:00,18850.241881677666,D5_CASH_CLOSE,0.0439652982929859,0.04923204427274786,0.005747971500755259,REVERSAL_GREEN,2025-04-16,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2025-05-06,LONG,TRADED,CLOSED,2025-05-09T03:30:00-04:00,19500.24189944199,D3_0330_OPEN,2025-05-12T03:00:00-04:00,19987.747946928037,TP,0.02499999999999991,0.036291171046279914,0.006919087522124954,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-05-09,LONG,TRADED,CLOSED,2025-05-12T10:30:00-04:00,19990.078340604796,DIP_LIMIT,2025-05-16T15:30:00-04:00,20762.588759043698,D5_CASH_CLOSE,0.038644691895466154,0.03982797481249502,0.0007296508844496177,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-05-22,LONG,TRADED,CLOSED,2025-05-23T07:30:00-04:00,20275.388040195772,DIP_LIMIT,2025-05-30T15:30:00-04:00,20631.526742836482,D5_CASH_CLOSE,0.017565074559099392,0.040862003019196194,0.013029256632749727,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-05-23,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2025-05-29T03:30:00-04:00,21039.91888173631,D3_FALLBACK,2025-06-02T15:30:00-04:00,20790.345907964194,D5_CASH_CLOSE,-0.011861879086841776,0.0030400367098771643,0.03308477687277735,REVERSAL_GREEN,2025-05-22,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-05-28,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2025-05-29T09:30:00-04:00,20829.519692918948,DIP_LIMIT,2025-06-04T15:30:00-04:00,21005.886203494658,D5_CASH_CLOSE,0.008467142458194354,0.010587694079720997,0.023317956437148873,REVERSAL_GREEN,2025-05-22,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2025-06-09,LONG,TRADED,CLOSED,2025-06-12T03:30:00-04:00,21082.399387910285,D3_0330_OPEN,2025-06-16T15:30:00-04:00,21191.02174138438,D5_CASH_CLOSE,0.00515227662067641,0.007248633803351469,0.01676315468361303,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-06-13,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2025-06-18T03:30:00-04:00,21036.93215001551,D3_FALLBACK,2025-06-23T15:30:00-04:00,21093.073318963856,D5_CASH_CLOSE,0.0026686956324240008,0.005269254355084222,0.020338867564559694,NORMAL_GREEN,2025-06-09,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-06-17,LONG,TRADED,CLOSED,2025-06-18T21:00:00-04:00,20826.562828515354,DIP_LIMIT,2025-06-25T15:30:00-04:00,21465.51622275311,D5_CASH_CLOSE,0.03067973335297136,0.03459129669127626,0.010443300570262328,,,a85b8b7c0683b5fc-385be7c794fe3cdc
STRONG_YELLOW,2025-06-18,SHORT,SKIPPED_EXISTING_POSITION,CLOSED,2025-06-20T03:30:00-04:00,20941.13381491641,D1_0330_OPEN,2025-06-22T18:00:00-04:00,20686.945713805595,TP_GAP,0.012138220564244594,0.015857261827349676,0.009868008259466031,REVERSAL_GREEN,2025-06-17,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2025-07-07,LONG,TRADED,CLOSED,2025-07-10T03:30:00-04:00,21984.40396299061,D3_0330_OPEN,2025-07-14T15:30:00-04:00,22011.39950380407,D5_CASH_CLOSE,0.00122794053725106,0.003651221420498942,0.00882378509953933,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-07-11,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2025-07-16T03:30:00-04:00,21959.797408089846,D3_FALLBACK,2025-07-18T15:30:00-04:00,22195.35141908164,D5_CASH_CLOSE,0.010726602191011958,0.01481707118068772,0.006298887087825386,NORMAL_GREEN,2025-07-07,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2025-07-18,SHORT,TRADED,CLOSED,2025-07-21T03:30:00-04:00,22255.55386408157,D1_0330_OPEN,2025-07-22T09:30:00-04:00,22166.53164862524,TP,0.004000000000000037,0.007599909831578195,0.005796541396966432,,,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2025-07-22,LONG,TRADED,CLOSED,2025-07-25T03:30:00-04:00,22330.090224557673,D3_0330_OPEN,2025-07-29T15:30:00-04:00,22415.61592023218,D5_CASH_CLOSE,0.0038300649399278797,0.012185597672005315,0.0015833788019813304,,,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2025-07-30,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2025-08-04T03:30:00-04:00,21993.243210867586,D3_0330_OPEN,2025-08-06T15:30:00-04:00,22384.559103367134,D5_CASH_CLOSE,0.01779255059145557,0.018683264357328176,0.0004127697939409989,REVERSAL_GREEN,2025-08-01,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-08-01,LONG,TRADED,CLOSED,2025-08-06T03:30:00-04:00,22176.478430371342,D3_FALLBACK,2025-08-08T15:30:00-04:00,22661.203672057294,D5_CASH_CLOSE,0.021857629163614556,0.022277761020381842,0.00429827207308133,,,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2025-08-18,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2025-08-21T03:30:00-04:00,22293.7776386847,D3_0330_OPEN,2025-08-25T15:30:00-04:00,22452.16740469642,D5_CASH_CLOSE,0.0071046625017412435,0.013727108091599726,0.01084452255167754,REVERSAL_GREEN,2025-08-20,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-08-20,LONG,TRADED,CLOSED,2025-08-22T02:30:00-04:00,22070.839862297853,DIP_LIMIT,2025-08-27T15:30:00-04:00,22571.377801739935,D5_CASH_CLOSE,0.0226786992504584,0.024291501043287957,0.0008530530825025664,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-09-02,LONG,TRADED,CLOSED,2025-09-05T03:30:00-04:00,22699.427446660426,D3_FALLBACK,2025-09-09T15:30:00-04:00,22807.64850850554,D5_CASH_CLOSE,0.0047675679089005385,0.0062199395897575005,0.010492859172569197,,,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2025-09-04,SHORT,SKIPPED_EXISTING_POSITION,CLOSED,2025-09-05T03:30:00-04:00,22699.427446660426,D1_0330_OPEN,2025-09-05T10:00:00-04:00,22608.629736873783,TP,0.00400000000000003,0.005293789532399549,0.0062199395897575005,REVERSAL_GREEN,2025-09-02,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2025-09-17,LONG,TRADED,CLOSED,2025-09-22T03:30:00-04:00,23431.619427584905,D3_0330_OPEN,2025-09-24T15:30:00-04:00,23413.637874835913,D5_CASH_CLOSE,-0.0007674054627151428,0.010844650881001658,0.0053213510375120145,,,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2025-09-24,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2025-09-29T03:30:00-04:00,23521.527191329867,D3_0330_OPEN,2025-10-01T15:30:00-04:00,23671.057998400433,D5_CASH_CLOSE,0.006357189558919618,0.007363073982799307,0.008871900618618908,REVERSAL_GREEN,2025-09-25,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-09-25,LONG,TRADED,CLOSED,2025-09-30T03:30:00-04:00,23474.4439150529,D3_FALLBACK,2025-10-02T15:30:00-04:00,23763.331755928157,D5_CASH_CLOSE,0.01230648282535074,0.015158845347524656,0.006883970327366494,,,a85b8b7c0683b5fc-385be7c794fe3cdc
STRONG_YELLOW,2025-09-29,SHORT,SKIPPED_EXISTING_POSITION,CLOSED,2025-09-30T03:30:00-04:00,23474.4439150529,D1_0330_OPEN,2025-10-01T20:30:00-04:00,23709.18835420343,SL,-0.010000000000000064,0.006883970327366494,0.010462022254475144,REVERSAL_GREEN,2025-09-25,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2025-10-02,SHORT,TRADED,CLOSED,2025-10-03T03:30:00-04:00,23827.923386197566,D1_0330_OPEN,2025-10-03T10:00:00-04:00,23732.611692652776,TP,0.004000000000000015,0.005024327276338048,0.0007546420415052917,,,a85b8b7c0683b5fc-385be7c794fe3cdc
STRONG_YELLOW,2025-10-15,SHORT,TRADED,CLOSED,2025-10-16T03:30:00-04:00,23660.884225134556,D1_0330_OPEN,2025-10-16T12:30:00-04:00,23471.59715133348,TP,0.007999999999999946,0.010759569617215206,0.007139714411423585,,,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2025-10-22,LONG,TRADED,CLOSED,2025-10-27T03:30:00-04:00,24424.390418831903,D3_0330_OPEN,2025-10-29T15:30:00-04:00,24872.273041908775,D5_CASH_CLOSE,0.01833751489378188,0.02010055119101814,0.001520860981681955,,,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2025-10-30,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2025-11-04T03:30:00-05:00,24384.40512390322,D3_0330_OPEN,2025-11-06T15:30:00-05:00,23904.344985380783,D5_CASH_CLOSE,-0.019687178591527354,0.004967883409986284,0.022035279734528634,RELIABLE_YELLOW,2025-11-03,a85b8b7c0683b5fc-385be7c794fe3cdc
STRONG_YELLOW,2025-10-31,SHORT,TRADED,CLOSED,2025-11-03T03:30:00-05:00,24667.851179078127,D1_0330_OPEN,2025-11-04T00:30:00-05:00,24470.5083696455,TP,0.008000000000000056,0.009898331095338619,0.007711490504507915,,,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2025-11-03,SHORT,TRADED,CLOSED,2025-11-04T03:30:00-05:00,24384.40512390322,D1_0330_OPEN,2025-11-04T05:00:00-05:00,24286.867503407608,TP,0.00399999999999996,0.004676796491432333,0.0009896955230832838,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-11-04,LONG,TRADED,CLOSED,2025-11-06T11:30:00-05:00,23910.54388909162,DIP_LIMIT,2025-11-11T15:30:00-05:00,24271.783819843742,D5_CASH_CLOSE,0.015107976314872706,0.019946724296254045,0.021989091542383144,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-11-14,LONG,TRADED,CLOSED,2025-11-17T08:00:00-05:00,23734.16615056805,DIP_LIMIT,2025-11-21T15:30:00-05:00,23010.235934874967,D5_CASH_CLOSE,-0.030501607307394596,0.0092337310156845,0.04681044160156336,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-11-18,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2025-11-20T12:00:00-05:00,23083.700041829732,DIP_LIMIT,2025-11-25T15:30:00-05:00,23735.649628669842,D5_CASH_CLOSE,0.028242854726872935,0.03050802289767275,0.01995090427358306,REVERSAL_GREEN,2025-11-14,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2025-12-04,SHORT,TRADED,CLOSED,2025-12-05T03:30:00-05:00,24357.905993536286,D1_0330_OPEN,2025-12-05T08:30:00-05:00,24260.47436956214,TP,0.00400000000000002,0.006129188926663447,0.0004176784847012882,,,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2025-12-05,SHORT,TRADED,CLOSED,2025-12-08T03:30:00-05:00,24402.62327603049,D1_0330_OPEN,2025-12-08T10:00:00-05:00,24305.012782926366,TP,0.004000000000000031,0.00495447890710583,0.002947478645323371,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-12-15,LONG,TRADED,CLOSED,2025-12-17T14:30:00-05:00,23359.309746257983,DIP_LIMIT,2025-12-22T15:30:00-05:00,24068.662070642396,D5_CASH_CLOSE,0.03036700707725526,0.03464883820484389,0.0017316848183214395,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-12-16,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2025-12-17T10:30:00-05:00,23571.496346389285,DIP_LIMIT,2025-12-23T15:30:00-05:00,24184.14255180896,D5_CASH_CLOSE,0.025990976407126665,0.02635866168125188,0.010717926366353284,REVERSAL_GREEN,2025-12-15,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2025-12-26,LONG,TRADED,CLOSED,2025-12-31T03:30:00-05:00,23965.362086475146,D3_0330_OPEN,2026-01-05T15:30:00-05:00,23973.7947382439,D5_CASH_CLOSE,0.0003518683230541164,0.008835804556694764,0.012217650106049303,,,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2025-12-29,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2026-01-02T03:30:00-05:00,24068.427830315486,D3_0330_OPEN,2026-01-06T15:30:00-05:00,24186.25071475115,D5_CASH_CLOSE,0.00489532948584448,0.005839359227647401,0.016447528491206963,NORMAL_GREEN,2025-12-26,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2025-12-31,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2026-01-02T10:30:00-05:00,23827.743552012333,DIP_LIMIT,2026-01-08T15:30:00-05:00,24063.50878345038,D5_CASH_CLOSE,0.00989456810811351,0.02223193482645946,0.006512655041623257,NORMAL_GREEN,2025-12-26,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2026-01-08,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2026-01-13T03:30:00-05:00,24285.56861336093,D3_0330_OPEN,2026-01-15T15:30:00-05:00,24097.70787117922,D5_CASH_CLOSE,-0.007735488724705308,0.004861204884353422,0.019242269333899123,RELIABLE_YELLOW,2026-01-12,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2026-01-12,SHORT,TRADED,CLOSED,2026-01-13T03:30:00-05:00,24285.56861336093,D1_0330_OPEN,2026-01-13T10:00:00-05:00,24188.426338907488,TP,0.003999999999999968,0.004147456548158781,0.004861204884353422,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-01-14,LONG,TRADED,CLOSED,2026-01-18T18:00:00-05:00,23850.469548529123,DIP_LIMIT,2026-01-22T15:30:00-05:00,24044.30107664377,D5_CASH_CLOSE,0.00812694809719594,0.011181342540908598,0.01689747969245086,,,a85b8b7c0683b5fc-385be7c794fe3cdc
STRONG_YELLOW,2026-01-16,SHORT,SKIPPED_EXISTING_POSITION,CLOSED,2026-01-20T03:30:00-05:00,23644.921319262452,D1_0330_OPEN,2026-01-21T07:00:00-05:00,23455.761948708354,TP,0.007999999999999938,0.008351247733869678,0.007687506810774426,REVERSAL_GREEN,2026-01-14,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-01-20,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2026-01-23T03:30:00-05:00,24013.14711316476,D3_FALLBACK,2026-01-27T15:30:00-05:00,24432.203058006504,D5_CASH_CLOSE,0.01745110471638278,0.018943569233770552,0.01028142223089313,REVERSAL_GREEN,2026-01-14,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2026-01-22,SHORT,TRADED,CLOSED,2026-01-23T03:30:00-05:00,24013.14711316476,D1_0330_OPEN,2026-01-23T11:00:00-05:00,24205.25229007008,SL,-0.008000000000000049,0.003453153197093244,0.0084670536019119,,,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2026-01-23,SHORT,TRADED,CLOSED,2026-01-26T03:30:00-05:00,24106.374763274885,D1_0330_OPEN,2026-01-26T04:30:00-05:00,24009.949264221785,TP,0.004000000000000052,0.005684413047914379,0.0005149981051955481,,,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2026-01-28,LONG,TRADED,CLOSED,2026-02-02T03:30:00-05:00,23790.384562273477,D3_0330_OPEN,2026-02-03T02:30:00-05:00,24385.144176330312,TP,0.02499999999999991,0.02507778346658262,0.001388287188373906,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-02-04,LONG,TRADED,CLOSED,2026-02-05T07:30:00-05:00,23275.362697900026,DIP_LIMIT,2026-02-11T15:30:00-05:00,23684.742174837127,D5_CASH_CLOSE,0.017588532657926592,0.025116310712460992,0.02421680161819044,,,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2026-02-11,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2026-02-17T03:30:00-05:00,23130.061080714568,D3_0330_OPEN,2026-02-19T15:30:00-05:00,23296.13747249366,D5_CASH_CLOSE,0.007180110385335947,0.01790470403564741,0.009600486100562047,REVERSAL_GREEN,2026-02-13,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-02-13,LONG,TRADED,CLOSED,2026-02-19T03:30:00-05:00,23461.511143292028,D3_FALLBACK,2026-02-23T15:30:00-05:00,23206.891907941004,D5_CASH_CLOSE,-0.010852635782747644,0.003973642172523958,0.014856230031948964,,,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2026-02-18,SHORT,SKIPPED_EXISTING_POSITION,CLOSED,2026-02-19T03:30:00-05:00,23461.511143292028,D1_0330_OPEN,2026-02-19T04:00:00-05:00,23367.66509871886,TP,0.004000000000000034,0.004442891373801989,0.0003594249201277913,REVERSAL_GREEN,2026-02-13,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-02-19,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2026-02-20T09:30:00-05:00,23124.39714960989,DIP_LIMIT,2026-02-26T15:30:00-05:00,23502.034719847434,D5_CASH_CLOSE,0.016330699035927765,0.03300398031539853,0.0004945258761020281,REVERSAL_GREEN,2026-02-13,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-03-13,LONG,TRADED,CLOSED,2026-03-18T03:30:00-04:00,23386.006535126115,D3_FALLBACK,2026-03-20T15:30:00-04:00,22400.626087171913,D5_CASH_CLOSE,-0.042135473043426463,0.0009334750096823916,0.047805837197986006,,,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2026-03-17,SHORT,SKIPPED_EXISTING_POSITION,CLOSED,2026-03-18T03:30:00-04:00,23386.006535126115,D1_0330_OPEN,2026-03-18T08:00:00-04:00,23292.46250898561,TP,0.004000000000000049,0.006981201402198553,0.0009334750096823916,REVERSAL_GREEN,2026-03-13,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-03-19,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2026-03-20T09:30:00-04:00,22581.72893443179,DIP_LIMIT,2026-03-26T15:30:00-04:00,22096.628206810838,D5_CASH_CLOSE,-0.021482001180223587,0.018678096199527986,0.022068204906381273,REVERSAL_GREEN,2026-03-13,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-03-24,LONG,TRADED,CLOSED,2026-03-26T05:30:00-04:00,22407.223932688383,DIP_LIMIT,2026-03-31T15:30:00-04:00,22211.120914998774,D5_CASH_CLOSE,-0.00875177658235149,0.005032833801854545,0.04807419146782371,,,a85b8b7c0683b5fc-385be7c794fe3cdc
RELIABLE_YELLOW,2026-03-25,SHORT,SKIPPED_EXISTING_POSITION,CLOSED,2026-03-26T03:30:00-04:00,22528.820762465508,D1_0330_OPEN,2026-03-26T04:30:00-04:00,22438.705479415647,TP,0.003999999999999968,0.0041027544120072566,0.0014844136566055715,REVERSAL_GREEN,2026-03-24,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-03-27,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2026-03-30T14:30:00-04:00,21503.66048492609,DIP_LIMIT,2026-04-06T15:30:00-04:00,22632.630581045647,D5_CASH_CLOSE,0.05250129841433071,0.056324452276509826,0.008075170548841947,REVERSAL_GREEN,2026-03-24,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-03-30,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2026-04-02T03:30:00-04:00,22131.23147967088,D3_FALLBACK,2026-04-07T15:30:00-04:00,22637.739789118943,D5_CASH_CLOSE,0.022886584956346656,0.02637046675621227,0.006631967763599597,REVERSAL_GREEN,2026-03-24,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2026-04-07,LONG,TRADED,CLOSED,2026-04-10T03:30:00-04:00,23453.81966046258,D3_0330_OPEN,2026-04-14T11:30:00-04:00,24040.165151974143,TP,0.02499999999999991,0.02582408333415844,0.013595270865720745,,,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2026-04-20,LONG,TRADED,CLOSED,2026-04-23T03:30:00-04:00,25069.49059527695,D3_0330_OPEN,2026-04-27T15:30:00-04:00,25494.483812282888,D5_CASH_CLOSE,0.016952606810686666,0.020583984881609698,0.011311001593359762,,,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2026-04-28,LONG,TRADED,CLOSED,2026-05-01T03:30:00-04:00,25643.347556600267,D3_0330_OPEN,2026-05-05T15:30:00-04:00,26136.386135673274,D5_CASH_CLOSE,0.019226763509903266,0.021137666524782876,0.0024814569956257064,,,a85b8b7c0683b5fc-385be7c794fe3cdc
NORMAL_GREEN,2026-05-12,LONG,TRADED,CLOSED,2026-05-15T03:30:00-04:00,27364.45396710901,D3_0330_OPEN,2026-05-19T15:30:00-04:00,26869.093020729957,D5_CASH_CLOSE,-0.01810235084443701,0.0009929559534922648,0.026971060001697387,,,a85b8b7c0683b5fc-385be7c794fe3cdc
REVERSAL_GREEN,2026-05-18,LONG,SKIPPED_EXISTING_POSITION,CLOSED,2026-05-19T10:00:00-04:00,26726.85499033672,DIP_LIMIT,2026-05-26T15:30:00-04:00,27942.2589528526,D5_CASH_CLOSE,0.04547500867405896,0.04683922330829355,0.003758367870990129,NORMAL_GREEN,2026-05-12,a85b8b7c0683b5fc-385be7c794fe3cdc
