ObservationDate,ObservationDateUS_EST_0500,Ticker,BC_GEXDeltaPerc,Signal,SignalColor,Close,VWAP,CloseChangePct,PutCallRatio,PCRChangePct,TotalAbsGEXDelta,DailyBCAbsGEXDelta,DailyBPAbsGEXDelta,DailySCAbsGEXDelta,DailySPAbsGEXDelta
2026-01-16,2026-01-16 05:00:00,SPXW,21.30,BEARISH,#fde047,6940.0098,,-0.064,3.43256100,155.816,60169.0000000000,12819.0000000000,44002.0000000000,674.0000000000,2674.0000000000
2026-01-20,2026-01-20 05:00:00,SPXW,42.37,BULLISH,#84cc16,6796.8599,,-2.063,1.20992000,-64.752,78942.0000000000,33446.0000000000,40467.0000000000,855.0000000000,4174.0000000000
2026-01-21,2026-01-21 05:00:00,SPXW,58.33,,,6875.6201,,1.159,0.56878500,-52.990,83586.0000000000,48753.0000000000,27730.0000000000,993.0000000000,6110.0000000000
2026-01-22,2026-01-22 05:00:00,SPXW,43.67,BEARISH,#fde047,6913.3501,,0.549,1.20538200,111.922,67225.0000000000,29355.0000000000,35384.0000000000,1282.0000000000,1204.0000000000
2026-01-23,2026-01-23 05:00:00,SPXW,40.94,BEARISH,#fde047,6915.6099,,0.033,1.35768200,12.635,64339.0000000000,26339.0000000000,35760.0000000000,1242.0000000000,998.0000000000
2026-01-26,2026-01-26 05:00:00,SPXW,46.47,,,6950.2300,,0.501,1.07225300,-21.023,88507.0000000000,41133.0000000000,44105.0000000000,1262.0000000000,2007.0000000000
2026-01-27,2026-01-27 05:00:00,SPXW,48.68,,,6978.6001,,0.408,0.92685700,-13.560,72858.0000000000,35465.0000000000,32871.0000000000,3334.0000000000,1188.0000000000
2026-01-28,2026-01-28 05:00:00,SPXW,52.69,BULLISH,#84cc16,6978.0298,,-0.008,0.70203800,-24.256,58372.0000000000,30759.0000000000,21594.0000000000,4480.0000000000,1539.0000000000
2026-01-29,2026-01-29 05:00:00,SPXW,40.33,,,6969.0098,,-0.129,0.68190400,-2.868,74249.0000000000,29947.0000000000,20421.0000000000,12530.0000000000,11351.0000000000
2026-01-30,2026-01-30 05:00:00,SPXW,39.15,,,6939.0298,,-0.430,1.33427900,95.670,56660.0000000000,22185.0000000000,29601.0000000000,1872.0000000000,3002.0000000000
2026-02-02,2026-02-02 05:00:00,SPXW,53.38,,,6976.4399,,0.539,0.78591100,-41.098,88880.0000000000,47443.0000000000,37286.0000000000,2398.0000000000,1753.0000000000
2026-02-03,2026-02-03 05:00:00,SPXW,39.73,,,6917.8101,,-0.840,1.36563200,73.764,77951.0000000000,30971.0000000000,42295.0000000000,1411.0000000000,3274.0000000000
2026-02-04,2026-02-04 05:00:00,SPXW,55.85,BULLISH,#84cc16,6882.7202,,-0.507,0.66052100,-51.633,58954.0000000000,32924.0000000000,21747.0000000000,1229.0000000000,3054.0000000000
2026-02-05,2026-02-05 05:00:00,SPXW,49.46,,,6798.3999,,-1.225,0.83489200,26.399,58134.0000000000,28751.0000000000,24004.0000000000,726.0000000000,4653.0000000000
2026-02-06,2026-02-06 05:00:00,SPXW,60.81,,,6932.2998,,1.970,0.54973600,-34.155,86167.0000000000,52396.0000000000,28804.0000000000,1563.0000000000,3404.0000000000
2026-02-09,2026-02-09 05:00:00,SPXW,53.45,BEARISH,#fde047,6964.8198,,0.469,0.78336700,42.499,80176.0000000000,42856.0000000000,33572.0000000000,2423.0000000000,1325.0000000000
2026-02-10,2026-02-10 05:00:00,SPXW,39.31,,,6941.8101,,-0.330,1.37360200,75.346,59166.0000000000,23260.0000000000,31950.0000000000,2255.0000000000,1701.0000000000
2026-02-11,2026-02-11 05:00:00,SPXW,52.37,BULLISH,#84cc16,6941.4702,,-0.005,0.78826000,-42.614,58233.0000000000,30495.0000000000,24038.0000000000,1935.0000000000,1765.0000000000
2026-02-12,2026-02-12 05:00:00,SPXW,31.61,,,6832.7598,,-1.566,1.95925700,148.555,73833.0000000000,23342.0000000000,45733.0000000000,685.0000000000,4073.0000000000
2026-02-13,2026-02-13 05:00:00,SPXW,41.10,BULLISH,#84cc16,6836.1699,,0.050,1.25379700,-36.007,56390.0000000000,23176.0000000000,29058.0000000000,819.0000000000,3337.0000000000
2026-02-17,2026-02-17 05:00:00,SPXW,50.69,,,6843.2202,,0.103,0.79458600,-36.626,69902.0000000000,35431.0000000000,28153.0000000000,1015.0000000000,5303.0000000000
2026-02-18,2026-02-18 05:00:00,SPXW,47.16,BEARISH,#fde047,6881.3101,,0.557,1.01226600,27.395,60156.0000000000,28370.0000000000,28718.0000000000,1199.0000000000,1869.0000000000
2026-02-19,2026-02-19 05:00:00,SPXW,52.77,BULLISH,#84cc16,6861.8901,,-0.282,0.82217900,-18.778,40548.0000000000,21398.0000000000,17593.0000000000,346.0000000000,1211.0000000000
2026-02-20,2026-02-20 05:00:00,SPXW,53.04,,,6909.5098,,0.694,0.80920300,-1.578,62520.0000000000,33161.0000000000,26834.0000000000,962.0000000000,1563.0000000000
2026-02-23,2026-02-23 05:00:00,SPXW,42.22,,,6837.7500,,-1.039,1.16603200,44.096,67273.0000000000,28404.0000000000,33120.0000000000,1269.0000000000,4480.0000000000
2026-02-24,2026-02-24 05:00:00,SPXW,58.36,,,6890.0698,,0.765,0.61764100,-47.031,67579.0000000000,39442.0000000000,24361.0000000000,1349.0000000000,2427.0000000000
2026-02-25,2026-02-25 05:00:00,SPXW,64.58,,,6946.1299,,0.814,0.44893900,-27.314,93557.0000000000,60418.0000000000,27124.0000000000,3847.0000000000,2168.0000000000
2026-02-26,2026-02-26 05:00:00,SPXW,43.93,,,6908.8599,,-0.537,1.04312600,132.354,57903.0000000000,25437.0000000000,26534.0000000000,2450.0000000000,3482.0000000000
2026-02-27,2026-02-27 05:00:00,SPXW,47.24,,,6878.8799,,-0.434,0.99405200,-4.705,63358.0000000000,29929.0000000000,29751.0000000000,680.0000000000,2998.0000000000
2026-03-02,2026-03-02 05:00:00,SPXW,52.52,,,6881.6201,,0.040,0.82083800,-17.425,69466.0000000000,36481.0000000000,29945.0000000000,812.0000000000,2228.0000000000
2026-03-03,2026-03-03 05:00:00,SPXW,49.67,,,6816.6299,,-0.944,0.78973700,-3.789,60937.0000000000,30267.0000000000,23903.0000000000,1388.0000000000,5379.0000000000
2026-03-04,2026-03-04 05:00:00,SPXW,53.88,,,6869.5000,,0.776,0.75517600,-4.376,59243.0000000000,31921.0000000000,24106.0000000000,1262.0000000000,1954.0000000000
2026-03-05,2026-03-05 05:00:00,SPXW,46.47,,,6830.7100,,-0.565,1.00434900,32.995,54432.0000000000,25293.0000000000,25403.0000000000,1275.0000000000,2461.0000000000
2026-03-06,2026-03-06 05:00:00,SPXW,41.19,,,6740.0200,,-1.328,1.21383200,20.858,48225.0000000000,19866.0000000000,24114.0000000000,713.0000000000,3532.0000000000
2026-03-09,2026-03-09 05:00:00,SPXW,59.60,,,6795.9902,,0.830,0.56463000,-53.484,73278.0000000000,43671.0000000000,24658.0000000000,1255.0000000000,3694.0000000000
2026-03-10,2026-03-10 05:00:00,SPXW,47.78,,,6781.4800,,-0.214,0.92367500,63.589,51634.0000000000,24671.0000000000,22788.0000000000,2975.0000000000,1200.0000000000
2026-03-11,2026-03-11 05:00:00,SPXW,47.31,,,6775.7998,,-0.084,1.00076500,8.346,46950.0000000000,22212.0000000000,22229.0000000000,757.0000000000,1752.0000000000
2026-03-12,2026-03-12 05:00:00,SPXW,38.56,,,6672.6201,,-1.523,1.41366800,41.259,55285.0000000000,21319.0000000000,30138.0000000000,786.0000000000,3042.0000000000
2026-03-13,2026-03-13 05:00:00,SPXW,40.18,BULLISH,#84cc16,6632.1899,,-0.606,1.34249800,-5.034,63088.0000000000,25349.0000000000,34031.0000000000,580.0000000000,3128.0000000000
2026-03-16,2026-03-16 05:00:00,SPXW,47.19,,,6699.3799,,1.013,0.97814700,-27.140,62643.0000000000,29562.0000000000,28916.0000000000,541.0000000000,3624.0000000000
2026-03-17,2026-03-17 05:00:00,SPXW,42.83,BEARISH,#fde047,6716.0898,,0.249,1.15704500,18.289,55975.0000000000,23974.0000000000,27739.0000000000,1887.0000000000,2375.0000000000
2026-03-18,2026-03-18 05:00:00,SPXW,31.76,,,6624.7002,,-1.361,1.97007200,70.268,70180.0000000000,22287.0000000000,43907.0000000000,579.0000000000,3407.0000000000
2026-03-19,2026-03-19 05:00:00,SPXW,54.61,BULLISH,#84cc16,6606.4902,,-0.275,0.67383900,-65.796,72849.0000000000,39781.0000000000,26806.0000000000,574.0000000000,5688.0000000000
2026-03-20,2026-03-20 05:00:00,SPXW,35.83,,,6506.4800,,-1.514,1.56337300,132.010,74452.0000000000,26675.0000000000,41703.0000000000,593.0000000000,5481.0000000000
2026-03-23,2026-03-23 05:00:00,SPXW,46.92,,,6581.0000,,1.145,0.99695400,-36.231,56675.0000000000,26594.0000000000,26513.0000000000,429.0000000000,3139.0000000000
2026-03-24,2026-03-24 05:00:00,SPXW,60.43,BULLISH,#84cc16,6556.3701,,-0.374,0.59971000,-39.846,59507.0000000000,35959.0000000000,21565.0000000000,525.0000000000,1458.0000000000
2026-03-25,2026-03-25 05:00:00,SPXW,50.50,BEARISH,#fde047,6591.8999,,0.542,0.86913300,44.926,51688.0000000000,26103.0000000000,22687.0000000000,792.0000000000,2106.0000000000
2026-03-26,2026-03-26 05:00:00,SPXW,37.67,,,6477.1602,,-1.741,1.51030700,73.772,66705.0000000000,25128.0000000000,37951.0000000000,851.0000000000,2775.0000000000
2026-03-27,2026-03-27 05:00:00,SPXW,40.76,BULLISH,#84cc16,6368.8501,,-1.672,1.24760700,-17.394,64340.0000000000,26227.0000000000,32721.0000000000,747.0000000000,4645.0000000000
2026-03-30,2026-03-30 05:00:00,SPXW,48.97,BULLISH,#84cc16,6343.7202,,-0.395,0.84003000,-32.669,71964.0000000000,35238.0000000000,29601.0000000000,683.0000000000,6442.0000000000
2026-03-31,2026-03-31 05:00:00,SPXW,62.74,,,6528.5200,,2.913,0.54406600,-35.233,80477.0000000000,50492.0000000000,27471.0000000000,553.0000000000,1961.0000000000
2026-04-01,2026-04-01 05:00:00,SPXW,41.92,BEARISH,#fde047,6575.3198,,0.717,1.24463100,128.765,68427.0000000000,28684.0000000000,35701.0000000000,2938.0000000000,1104.0000000000
2026-04-02,2026-04-02 05:00:00,SPXW,51.26,,,6582.6899,,0.112,0.85752900,-31.102,49003.0000000000,25121.0000000000,21542.0000000000,1725.0000000000,615.0000000000
2026-04-06,2026-04-06 05:00:00,SPXW,49.28,,,6611.8301,,0.443,0.86881900,1.317,60327.0000000000,29730.0000000000,25830.0000000000,3047.0000000000,1720.0000000000
2026-04-07,2026-04-07 05:00:00,SPXW,63.40,BULLISH,#84cc16,6616.8501,,0.076,0.49774100,-42.711,49591.0000000000,31442.0000000000,15650.0000000000,1708.0000000000,791.0000000000
2026-04-08,2026-04-08 05:00:00,SPXW,44.68,BEARISH,#fde047,6782.8101,,2.508,1.09632700,120.261,88614.0000000000,39594.0000000000,43408.0000000000,4686.0000000000,926.0000000000
2026-04-09,2026-04-09 05:00:00,SPXW,47.65,,,6824.6602,,0.617,0.84701600,-22.741,72452.0000000000,34520.0000000000,29239.0000000000,8193.0000000000,500.0000000000
2026-04-10,2026-04-10 05:00:00,SPXW,41.12,,,6816.8901,,-0.114,1.34954900,59.330,75778.0000000000,31163.0000000000,42056.0000000000,2058.0000000000,501.0000000000
2026-04-13,2026-04-13 05:00:00,SPXW,64.46,,,6886.2402,,1.017,0.51154700,-62.095,101765.0000000000,65601.0000000000,33558.0000000000,1929.0000000000,677.0000000000
2026-04-14,2026-04-14 05:00:00,SPXW,49.62,BEARISH,#fde047,6967.3799,,1.178,0.81089000,58.517,114815.0000000000,56967.0000000000,46194.0000000000,10873.0000000000,781.0000000000
2026-04-15,2026-04-15 05:00:00,SPXW,54.21,,,7022.9502,,0.798,0.77405900,-4.542,120629.0000000000,65389.0000000000,50615.0000000000,3534.0000000000,1091.0000000000
2026-04-16,2026-04-16 05:00:00,SPXW,44.29,BEARISH,#fde047,7041.2798,,0.261,1.12496700,45.333,88144.0000000000,39042.0000000000,43921.0000000000,3876.0000000000,1305.0000000000
2026-04-17,2026-04-17 05:00:00,SPXW,43.98,,,7126.0601,,1.204,1.09373000,-2.777,125842.0000000000,55350.0000000000,60538.0000000000,8716.0000000000,1238.0000000000
2026-04-20,2026-04-20 05:00:00,SPXW,48.16,BULLISH,#84cc16,7109.1401,,-0.237,0.93698400,-14.331,65501.0000000000,31548.0000000000,29560.0000000000,3251.0000000000,1142.0000000000
2026-04-21,2026-04-21 05:00:00,SPXW,40.16,,,7064.0098,,-0.635,1.28754200,37.413,69262.0000000000,27815.0000000000,35813.0000000000,3813.0000000000,1821.0000000000
2026-04-22,2026-04-22 05:00:00,SPXW,49.75,,,7137.8999,,1.046,0.79679400,-38.115,67470.0000000000,33567.0000000000,26746.0000000000,4188.0000000000,2969.0000000000
2026-04-23,2026-04-23 05:00:00,SPXW,34.11,,,7108.3999,,-0.413,1.72120500,116.016,60039.0000000000,20481.0000000000,35252.0000000000,3733.0000000000,573.0000000000
2026-04-24,2026-04-24 05:00:00,SPXW,47.65,,,7165.0801,,0.797,0.94682200,-44.991,74661.0000000000,35579.0000000000,33687.0000000000,4300.0000000000,1095.0000000000
2026-04-27,2026-04-27 05:00:00,SPXW,45.40,BEARISH,#fde047,7173.9102,,0.123,1.08908800,15.026,60596.0000000000,27512.0000000000,29963.0000000000,1716.0000000000,1405.0000000000
2026-04-28,2026-04-28 05:00:00,SPXW,50.82,BULLISH,#84cc16,7138.7998,,-0.489,0.86679300,-20.411,63241.0000000000,32138.0000000000,27857.0000000000,1115.0000000000,2131.0000000000
2026-04-29,2026-04-29 05:00:00,SPXW,35.83,BEARISH,#fde047,7135.9502,,-0.040,1.66083500,91.607,47545.0000000000,17036.0000000000,28294.0000000000,1208.0000000000,1007.0000000000
2026-04-30,2026-04-30 05:00:00,SPXW,62.35,,,7209.0098,,1.024,0.55635500,-66.501,91136.0000000000,56827.0000000000,31616.0000000000,1798.0000000000,895.0000000000
2026-05-01,2026-05-01 05:00:00,SPXW,37.75,BEARISH,#fde047,7230.1201,,0.293,1.55326200,179.185,81517.0000000000,30772.0000000000,47797.0000000000,2101.0000000000,847.0000000000
2026-05-07,2026-05-07 05:00:00,SPXW,56.16,,,7337.1099,,1.480,0.70280300,-54.753,89439.0000000000,50226.0000000000,35299.0000000000,3541.0000000000,373.0000000000
2026-05-11,2026-05-11 05:00:00,SPXW,47.48,BEARISH,#fde047,7412.8398,,1.032,1.02481700,45.819,122306.0000000000,58065.0000000000,59506.0000000000,3258.0000000000,1477.0000000000
2026-05-12,2026-05-12 05:00:00,SPXW,54.72,BULLISH,#84cc16,7400.9600,,-0.160,0.73020400,-28.748,68503.0000000000,37484.0000000000,27371.0000000000,1943.0000000000,1705.0000000000
2026-05-13,2026-05-13 05:00:00,SPXW,54.41,,,7444.2500,,0.585,0.75372700,3.221,102687.0000000000,55869.0000000000,42110.0000000000,3059.0000000000,1649.0000000000
2026-05-14,2026-05-14 05:00:00,SPXW,44.89,BEARISH,#fde047,7501.2402,,0.766,1.08203800,43.558,98905.0000000000,44394.0000000000,48036.0000000000,5428.0000000000,1047.0000000000
2026-05-15,2026-05-15 05:00:00,SPXW,34.10,,,7408.5000,,-1.236,1.81855700,68.068,75956.0000000000,25898.0000000000,47097.0000000000,1022.0000000000,1939.0000000000
2026-05-18,2026-05-18 05:00:00,SPXW,41.51,BULLISH,#84cc16,7403.0498,,-0.074,1.27327500,-29.984,74684.0000000000,30998.0000000000,39469.0000000000,1111.0000000000,3106.0000000000
2026-05-19,2026-05-19 05:00:00,SPXW,42.90,BULLISH,#84cc16,7353.6099,,-0.668,1.14707000,-9.912,62036.0000000000,26613.0000000000,30527.0000000000,1366.0000000000,3530.0000000000
2026-05-20,2026-05-20 05:00:00,SPXW,46.47,,,7432.9702,,1.079,0.96193600,-16.140,55520.0000000000,25799.0000000000,24817.0000000000,2583.0000000000,2321.0000000000
2026-05-21,2026-05-21 05:00:00,SPXW,54.17,,,7445.7202,,0.172,0.77118500,-19.830,69013.0000000000,37384.0000000000,28830.0000000000,1451.0000000000,1348.0000000000
2026-05-22,2026-05-22 05:00:00,SPXW,64.80,,,7473.4702,,0.373,0.46075300,-40.254,94461.0000000000,61215.0000000000,28205.0000000000,4370.0000000000,671.0000000000
2026-05-26,2026-05-26 05:00:00,SPXW,37.71,BEARISH,#fde047,7519.1201,,0.611,1.36342300,195.912,80312.0000000000,30287.0000000000,41294.0000000000,7140.0000000000,1591.0000000000
2026-05-27,2026-05-27 05:00:00,SPXW,57.35,BULLISH,#84cc16,7520.3599,,0.016,0.66163800,-51.472,64621.0000000000,37058.0000000000,24519.0000000000,1657.0000000000,1387.0000000000
2026-05-28,2026-05-28 05:00:00,SPXW,52.85,BEARISH,#fde047,7563.6299,,0.575,0.80282200,21.339,92907.0000000000,49098.0000000000,39417.0000000000,2888.0000000000,1504.0000000000
2026-05-29,2026-05-29 05:00:00,SPXW,44.37,BEARISH,#fde047,7580.0601,,0.217,1.13749900,41.688,94339.0000000000,41862.0000000000,47618.0000000000,3903.0000000000,956.0000000000
2026-06-01,2026-06-01 05:00:00,SPXW,44.70,,,7599.9600,,0.263,1.14063800,0.276,92611.0000000000,41397.0000000000,47219.0000000000,2989.0000000000,1006.0000000000
2026-06-02,2026-06-02 05:00:00,SPXW,51.51,,,7609.7798,,0.129,0.87915300,-22.924,79286.0000000000,40837.0000000000,35902.0000000000,2039.0000000000,508.0000000000
2026-06-03,2026-06-03 05:00:00,SPXW,27.12,,,7553.6802,,-0.737,2.40838300,173.944,79153.0000000000,21470.0000000000,51708.0000000000,1968.0000000000,4007.0000000000
2026-06-04,2026-06-04 05:00:00,SPXW,43.80,,,7584.3101,,0.405,1.17402800,-51.252,69462.0000000000,30426.0000000000,35721.0000000000,1980.0000000000,1335.0000000000
2026-06-05,2026-06-05 05:00:00,SPXW,25.78,,,7383.7402,,-2.645,2.65386700,126.048,91640.0000000000,23621.0000000000,62687.0000000000,1231.0000000000,4101.0000000000
2026-06-08,2026-06-08 05:00:00,SPXW,37.36,,,7405.7300,,0.298,1.48249200,-44.138,57942.0000000000,21648.0000000000,32093.0000000000,2108.0000000000,2093.0000000000
2026-06-09,2026-06-09 05:00:00,SPXW,40.56,BULLISH,#84cc16,7386.6499,,-0.258,1.17513700,-20.732,68202.0000000000,27664.0000000000,32509.0000000000,1445.0000000000,6584.0000000000
2026-06-10,2026-06-10 05:00:00,SPXW,33.99,,,7266.9902,,-1.620,1.53520500,30.641,45875.0000000000,15594.0000000000,23940.0000000000,1247.0000000000,5094.0000000000
2026-06-11,2026-06-11 05:00:00,SPXW,57.93,,,7394.2998,,1.752,0.60161400,-60.812,48968.0000000000,28367.0000000000,17066.0000000000,602.0000000000,2933.0000000000
2026-06-12,2026-06-12 05:00:00,SPXW,47.78,BEARISH,#fde047,7431.4600,,0.503,1.00956200,67.809,48151.0000000000,23006.0000000000,23226.0000000000,770.0000000000,1149.0000000000
2026-06-15,2026-06-15 05:00:00,SPXW,41.45,BEARISH,#fde047,7554.2900,,1.653,1.20682800,19.540,84935.0000000000,35203.0000000000,42484.0000000000,5183.0000000000,2065.0000000000
2026-06-16,2026-06-16 05:00:00,SPXW,31.35,,,7511.3501,,-0.568,2.02756700,68.008,59470.0000000000,18645.0000000000,37804.0000000000,1821.0000000000,1200.0000000000
2026-06-17,2026-06-17 05:00:00,SPXW,40.65,BULLISH,#84cc16,7420.1001,,-1.215,1.27583600,-37.076,53159.0000000000,21607.0000000000,27567.0000000000,848.0000000000,3137.0000000000
2026-06-18,2026-06-18 05:00:00,SPXW,35.89,BEARISH,#fde047,7500.5801,,1.085,1.52783900,19.752,54750.0000000000,19648.0000000000,30019.0000000000,1211.0000000000,3872.0000000000
2026-06-22,2026-06-22 05:00:00,SPXW,41.93,BULLISH,#84cc16,7472.7900,,-0.371,1.29106800,-15.497,64780.0000000000,27162.0000000000,35068.0000000000,1446.0000000000,1104.0000000000
2026-06-23,2026-06-23 05:00:00,SPXW,44.81,BULLISH,#84cc16,7365.4600,,-1.436,1.04316700,-19.201,56141.0000000000,25158.0000000000,26244.0000000000,646.0000000000,4093.0000000000
2026-06-24,2026-06-24 05:00:00,SPXW,51.21,BULLISH,#84cc16,7358.2202,,-0.098,0.79267500,-24.013,55561.0000000000,28453.0000000000,22554.0000000000,529.0000000000,4025.0000000000
2026-06-25,2026-06-25 05:00:00,SPXW,43.87,,,7357.4902,,-0.010,0.82893000,4.574,51514.0000000000,22599.0000000000,18733.0000000000,729.0000000000,9453.0000000000
2026-06-26,2026-06-26 05:00:00,SPXW,35.60,BEARISH,#fde047,7354.0200,,-0.047,1.40890400,69.967,57410.0000000000,20440.0000000000,28798.0000000000,717.0000000000,7455.0000000000
2026-06-29,2026-06-29 05:00:00,SPXW,53.07,,,7440.4302,,1.175,0.78918300,-43.986,59122.0000000000,31378.0000000000,24763.0000000000,965.0000000000,2016.0000000000
2026-06-30,2026-06-30 05:00:00,SPXW,50.46,BEARISH,#fde047,7499.3599,,0.792,0.86796900,9.983,75342.0000000000,38014.0000000000,32995.0000000000,2575.0000000000,1758.0000000000
2026-07-01,2026-07-01 05:00:00,SPXW,41.91,,,7483.2300,,-0.215,1.22841800,41.528,57379.0000000000,24048.0000000000,29541.0000000000,2504.0000000000,1286.0000000000
2026-07-02,2026-07-02 05:00:00,SPXW,45.69,,,7483.2402,,0.000,1.06545300,-13.266,64839.0000000000,29624.0000000000,31563.0000000000,1982.0000000000,1670.0000000000
2026-07-06,2026-07-06 05:00:00,SPXW,53.99,,,7537.4302,,0.724,0.78692500,-26.142,80524.0000000000,43473.0000000000,34210.0000000000,1194.0000000000,1647.0000000000
2026-07-07,2026-07-07 05:00:00,SPXW,45.61,,,7503.8501,,-0.446,1.12360100,42.784,57814.0000000000,26367.0000000000,29626.0000000000,1055.0000000000,766.0000000000
2026-07-08,2026-07-08 05:00:00,SPXW,49.12,BULLISH,#84cc16,7482.7100,,-0.282,0.90568100,-19.395,61170.0000000000,30047.0000000000,27213.0000000000,1078.0000000000,2832.0000000000
2026-07-09,2026-07-09 05:00:00,SPXW,54.44,,,7543.6401,,0.814,0.74038800,-18.251,67269.0000000000,36624.0000000000,27116.0000000000,2273.0000000000,1256.0000000000
2026-07-10,2026-07-10 05:00:00,SPXW,51.25,BEARISH,#fde047,7575.3901,,0.421,0.83592600,12.904,87652.0000000000,44925.0000000000,37554.0000000000,3649.0000000000,1524.0000000000
2026-07-13,2026-07-13 05:00:00,SPXW,35.09,,,7515.3398,,-0.793,1.64578200,96.881,58316.0000000000,20462.0000000000,33676.0000000000,2595.0000000000,1583.0000000000
2026-07-14,2026-07-14 05:00:00,SPXW,45.48,,,7543.5898,,0.376,1.05359600,-35.982,52431.0000000000,23845.0000000000,25123.0000000000,1717.0000000000,1746.0000000000
2026-07-15,2026-07-15 05:00:00,SPXW,39.54,BEARISH,#fde047,7572.3999,,0.382,1.38961200,31.892,77907.0000000000,30805.0000000000,42807.0000000000,1834.0000000000,2461.0000000000
2026-07-16,2026-07-16 05:00:00,SPXW,40.02,,,7533.7700,,-0.510,1.43587500,3.329,56152.0000000000,22472.0000000000,32267.0000000000,760.0000000000,653.0000000000
2026-07-17,2026-07-17 05:00:00,SPXW,43.61,BULLISH,#84cc16,7457.6899,,-1.010,1.17983100,-17.832,62760.0000000000,27370.0000000000,32292.0000000000,662.0000000000,2436.0000000000
2026-07-20,2026-07-20 05:00:00,SPXW,42.73,,,7443.2798,,-0.193,1.23273800,4.484,49722.0000000000,21247.0000000000,26192.0000000000,738.0000000000,1545.0000000000
2026-07-21,2026-07-21 05:00:00,SPXW,52.64,,,7509.2002,,0.886,0.82090600,-33.408,59643.0000000000,31397.0000000000,25774.0000000000,853.0000000000,1619.0000000000
2026-07-22,2026-07-22 05:00:00,SPXW,50.30,,,7498.9600,,-0.136,0.87352000,6.409,52563.0000000000,26439.0000000000,23095.0000000000,929.0000000000,2100.0000000000
2026-07-23,2026-07-23 05:00:00,SPXW,48.48,,,7408.2998,,-1.209,0.85952100,-1.603,77681.0000000000,37657.0000000000,32367.0000000000,1611.0000000000,6046.0000000000
2026-07-24,2026-07-24 05:00:00,SPXW,42.77,BEARISH,#fde047,7411.9800,,0.050,1.16079900,35.052,64564.0000000000,27612.0000000000,32052.0000000000,1122.0000000000,3778.0000000000
2026-07-27,2026-07-27 05:00:00,SPXW,52.50,BULLISH,#84cc16,7413.1802,,0.016,0.75609300,-34.864,62044.0000000000,32574.0000000000,24629.0000000000,2038.0000000000,2803.0000000000
2026-07-28,2026-07-28 05:00:00,SPXW,50.34,,,7428.7798,,0.210,0.77480200,2.474,50078.0000000000,25209.0000000000,19532.0000000000,1863.0000000000,3474.0000000000
2026-07-29,2026-07-29 05:00:00,SPXW,28.94,,,7316.1499,,-1.516,2.14926300,177.395,59106.0000000000,17104.0000000000,36761.0000000000,628.0000000000,4613.0000000000
2026-07-30,2026-07-30 05:00:00,SPXW,58.51,,,7437.6299,,1.660,0.59968700,-72.098,71198.0000000000,41655.0000000000,24980.0000000000,1468.0000000000,3095.0000000000
2026-07-31,2026-07-31 05:00:00,SPXW,50.49,BEARISH,#fde047,7489.7202,,0.700,0.90917100,51.608,68838.0000000000,34758.0000000000,31601.0000000000,1268.0000000000,1211.0000000000
2026-08-03,2026-08-03 05:00:00,SPXW,53.87,,,7600.5000,,1.479,0.75780900,-16.648,124921.0000000000,67290.0000000000,50993.0000000000,5387.0000000000,1251.0000000000
